molecule_chembl_id,smiles,standard_type,standard_relation,standard_value,standard_units
CHEMBL1945671,CN(C)CCCCC(=O)Nc1ccc(NC(=S)NC(=O)c2ccccc2Cl)cc1.Cl,IC50,'>',90000,nM
CHEMBL447677,CSCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCCNC(C)=S)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)Cc1cnc[nH]1)C(=O)O,IC50,'=',6400,nM
CHEMBL452893,CC[C@H](C)[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCCNC(C)=S)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](N)Cc1cnc[nH]1)[C@@H](C)O)C(=O)O,IC50,'=',31100,nM
CHEMBL523498,CC[C@H](C)[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CCCCNC(C)=S)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](N)CO)C(=O)O,IC50,'=',72800,nM
CHEMBL2203544,COc1cc(C=C2C(=O)NC(=S)NC2=O)ccc1OCc1ccccc1Cl,IC50,'=',7500,nM
CHEMBL4858945,NC(=O)C1CN(Cc2ccccc2)c2ccccc2O1,IC50,'>',60000,nM
CHEMBL4847736,CC(=O)Nc1cccc(CN2CC(C(N)=O)Oc3ccccc32)c1,IC50,'>',60000,nM
CHEMBL200725,O=C(O)c1ccccc1/N=C/c1c(O)ccc2ccccc12,IC50,,,
CHEMBL5289399,CCOC(=O)C1=C(N)Oc2cc(C)oc(=O)c2C12C(=O)Nc1ccc(Br)cc12,IC50,'=',124000,nM
CHEMBL4437014,CCCCCCCCCCNC(=S)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)Nc1ccccc1,IC50,'=',150,nM
CHEMBL4225505,Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3cccc(OCc4cn(CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCNC(=O)CCCCC5SCC6NC(=O)NC65)nn4)c3)s2)n1,IC50,'=',310,nM
CHEMBL1945132,CN(C)CCCCCC(=O)Nc1ccc(NC(=S)NC(=O)c2ccc(C(C)(C)C)cc2)cc1.Cl,IC50,'=',21300,nM
CHEMBL1945133,CN(C)CCCCCCCC(=O)Nc1ccc(NC(=S)NC(=O)c2ccc(C(C)(C)C)cc2)cc1.Cl,IC50,'=',41700,nM
CHEMBL3237039,CN(c1ccc(Cl)cc1)S(=O)(=O)c1cccc(C(=O)Nc2ccc(C#N)cc2F)c1,IC50,'=',6600,nM
CHEMBL4751357,CCOC(=O)C[C@@H]1C[C@@H](C(C)C)[C@H](CNC(=O)c2cncnc2)C=C1C,IC50,'=',5090,nM
CHEMBL407059,Cc1ccc2c3c(ccc2c1)OC(=O)CC3c1cccc(C#N)c1,IC50,'=',3100,nM
CHEMBL407321,Cc1ccc(C2CC(=O)Oc3ccc4cc(C)ccc4c32)cc1,IC50,'=',1500,nM
CHEMBL4458848,CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)C(=O)N[C@@H](CCCCNC(=O)C(F)(F)F)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(N)=O,IC50,'=',320,nM
CHEMBL4457496,CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)C(=O)N[C@@H](CCCCNC(=O)Cc1ccc(/N=N/c2ccc(N(C)C)cc2)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(N)=O,IC50,'=',36,nM
CHEMBL4574491,CC[C@H](C)[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCCNC(=O)c1ccc(/N=N/c2ccc(N(C)C)cc2)cc1)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(C)=O)[C@@H](C)O)C(N)=O,IC50,'>',2000,nM
CHEMBL3609646,CCCC[C@H](NC(C)=O)C(=O)N[C@@H](CCCCNC(C)=S)C(=O)N[C@@H](CCCCNC(C)=O)C(N)=O,IC50,'=',810,nM
CHEMBL3608311,CC(=O)NC[C@H](NC(=O)[C@H](CCCCNC(C)=S)NC(=O)[C@H](Cc1ccc2ccccc2c1)NC(C)=O)C(N)=O,IC50,'=',17800,nM
CHEMBL4078389,O=[N+]([O-])c1ccc(-c2noc(CCCBr)n2)cc1,IC50,'=',6600,nM
CHEMBL4072206,BrCCCc1nc(-c2ccc(Br)cc2)no1,IC50,'=',1500,nM
CHEMBL4068993,COc1ccc(-c2noc(CCCBr)n2)cc1,IC50,'=',10400,nM
CHEMBL4099169,ClCCCc1nc(-c2ccc(Br)cc2)no1,IC50,'=',3600,nM
CHEMBL507676,CC[C@H](C)[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCCNC(C)=S)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](N)CO)[C@@H](C)O)C(=O)O,IC50,'=',29100,nM
CHEMBL3805568,NC(=O)c1cncc(OCc2cccc(NC(=O)c3ccc(C(=O)O)cc3)c2)c1,IC50,'=',2580,nM
CHEMBL3805574,CNc1ccc(C(=O)Nc2cccc(COc3cncc(C(N)=O)c3)c2)cc1,IC50,'=',216,nM
CHEMBL3805448,CCN(CC)c1ccc(C(=O)Nc2cccc(COc3cncc(C(N)=O)c3)c2)cc1,IC50,'=',366,nM
CHEMBL505399,CC[C@H](C)[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCCNC(C)=S)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)CO)[C@@H](C)O)C(=O)O,IC50,'=',6900,nM
CHEMBL523676,CC[C@H](C)[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCCNC(C)=S)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](C)N)[C@@H](C)O)C(=O)O,IC50,'=',37400,nM
CHEMBL569054,O=C1Nc2c(ccc(Cl)c2Cl)/C1=C/c1ccc([N+](=O)[O-])cc1,IC50,'=',10400,nM
CHEMBL1945256,CN(C)CCCCC(=O)Nc1ccc(NC(=S)NC(=O)c2ccccc2)cc1.Cl,IC50,'>',90000,nM
CHEMBL5174941,CC(=O)N[C@H]1CCCCNC(=O)CCCCCC(=O)NCCCC[C@@H](C(=O)N[C@H](C(N)=O)[C@@H](C)O)NC(=O)[C@H](CCCCNC(=S)NCCC(=O)O)NC(=O)[C@H](CCCNC(=N)N)NC1=O,IC50,'>',1000000,nM
CHEMBL4567519,COc1cc(OC)cc(Oc2ccc(C(c3ccccc3)N(C)c3ncc4c(N)nc(N)nc4n3)cc2)c1,IC50,'=',13100,nM
CHEMBL4461910,COc1cc(OC)cc(Sc2ccc(C(C)N(C)c3ncc4c(N)nc(N)nc4n3)cc2)c1,IC50,'=',25100,nM
CHEMBL1945259,CN(C)CCCCC(=O)Nc1ccc(NC(=S)NC(=O)c2ccc(Cl)cc2)cc1.Cl,IC50,'>',90000,nM
CHEMBL4643733,O=C(On1nnc2ccccc21)c1c[nH]c2ccccc12,IC50,'=',73600,nM
CHEMBL4762508,CCCCCCCCCCCCCC(=S)NCCCC[C@H](NC(=O)CCOCCOCCOCCOCCNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O)C(=O)Nc1ccccc1,IC50,'=',93,nM
CHEMBL4438193,CCCCCCCCCCCCCC(=S)NCCCC[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)[C@@H](C)CC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(N)=O,IC50,'=',100,nM
CHEMBL2417685,COc1ccc2[nH]cc(CCNC(=O)[C@H](CCCCNC(C)=S)NC(=O)OCc3ccccc3)c2c1,IC50,'=',25800,nM
CHEMBL4439944,CCCCCCCCCCCCCC(=O)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)Nc1ccccc1,IC50,'>',1000,nM
CHEMBL298346,O=C1C(c2c[nH]c3ccccc23)=C(c2c[nH]c3ccccc23)C(=O)N1Cc1ccccc1,IC50,'=',40000,nM
CHEMBL4638076,O=C(On1nnc2ccccc21)c1ccc[nH]1,IC50,'=',42700,nM
CHEMBL1945131,CN(C)CCCC(=O)Nc1ccc(NC(=S)NC(=O)c2ccc(C(C)(C)C)cc2)cc1.Cl,IC50,'=',12800,nM
CHEMBL1945266,CN(C)CCCCC(=O)Nc1ccc(NC(=S)NC(=O)c2ccc(Cl)c(Cl)c2)cc1.Cl,IC50,'=',31900,nM
CHEMBL1797923,COc1ccc2[nH]c(=S)[nH]c2n1,IC50,'=',16300,nM
CHEMBL1253859,COC(=O)[C@H](C)NC(=O)[C@H](CCCCNS(C)(=O)=O)NC(=O)[C@H](C)NC(C)=O,IC50,,,
CHEMBL1253858,COC(=O)[C@H](C)NC(=O)[C@H](CCCCNC(=O)N(C)C)NC(=O)[C@H](C)NC(C)=O,IC50,,,
CHEMBL1253774,COC(=O)NCCCC[C@H](NC(=O)[C@H](C)NC(C)=O)C(=O)N[C@@H](C)C(=O)OC,IC50,,,
CHEMBL1254867,CNC(=O)[C@H](C)NC(=O)[C@H](CCCCNC(=O)c1ccc[nH]1)NC(=O)[C@H](C)NC(C)=O,IC50,,,
CHEMBL512966,,,,,
CHEMBL2203547,O=C1NC(=S)NC(=O)C1=Cc1ccc(-c2cccc(Cl)c2Cl)o1,IC50,'=',10400,nM
CHEMBL3105175,CCOC(=O)c1ccc2c(c1)nc(-c1ccc(C(F)(F)F)cc1)n2CCO,IC50,,,
CHEMBL3105173,CCOC(=O)c1ccc2c(c1)nc(-c1ccc(Cl)cc1)n2CCO,IC50,,,
CHEMBL4103561,O=c1c2c3c(sc2ncn1Cc1cccc2cccnc12)CC(NCc1cccs1)CC3,IC50,'=',2560,nM
CHEMBL4101834,COc1cccc(Cn2cnc3sc4c(c3c2=O)CCC(NCc2ccccc2)C4)c1,IC50,,,
CHEMBL4081375,COc1ccc2ccccc2c1Cn1cnc2sc3c(c2c1=O)CCC(NCc1ccccc1)C3,IC50,'=',21100,nM
CHEMBL4096881,O=c1c2c3c(sc2ncn1Cc1cccc(-c2ccccc2)c1)CC(NCc1ccc(Cl)cc1)CC3,IC50,,,
CHEMBL4071742,COc1ccc(Cn2cnc3sc4c(c3c2=O)CCC(NCc2ccccc2Cl)C4)c2ccccc12,IC50,,,
CHEMBL4067313,O=c1c2c3c(sc2ncn1Cc1ccccc1)CC(NCc1ccccc1Cl)CC3,IC50,,,
CHEMBL4064346,COc1cccc(CNC2CCc3c(sc4ncn(Cc5cccc6ccccc56)c(=O)c34)C2)c1,IC50,,,
CHEMBL4080050,COc1ccc(CNC2CCc3c(sc4ncn(Cc5cccc6ccccc56)c(=O)c34)C2)cn1,IC50,'=',7590,nM
CHEMBL4060655,O=c1c2c3c(sc2ncn1Cc1ccc2ccccc2c1)CC(NCC1CCCCC1)CC3,IC50,'=',5530,nM
CHEMBL429433,Cc1ccc2c3c(ccc2c1)OC(=O)CC3c1cccc(Br)c1,IC50,'=',9800,nM
CHEMBL406803,Cc1ccc2c3c(ccc2c1)OC(=O)CC3c1cccc(C(N)=O)c1,IC50,'=',20000,nM
CHEMBL270110,Cc1ccc([C@H]2CC(=O)Oc3ccc4cc(C)ccc4c32)cc1,IC50,'=',1000,nM
CHEMBL218377,CN(C)C[C@H]1OCCn2cc(c3ccccc32)C2=C(C(=O)NC2=O)c2cn(c3cccc(F)c23)C[C@H]1F,IC50,'>',50000,nM
CHEMBL413219,O=C1NC(=O)C(c2cn(CCOC(CCO)C3COC4(CCCCC4)O3)c3ccccc23)=C1c1c[nH]c2ccccc12,IC50,'=',2800,nM
CHEMBL469018,CC(C)(C)OC(=O)Nc1cccc(-c2noc(C(=O)NNC(=S)Nc3ccc(C(F)(F)F)cc3)n2)c1,IC50,'=',129000,nM
CHEMBL3237010,CC(=O)c1ccc(N(C)S(=O)(=O)c2cccc(C(=O)Nc3ccc(Cl)cc3)c2)cc1,IC50,'=',6800,nM
CHEMBL4436874,CCCCCNC(=S)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)Nc1cccc(O)c1,IC50,'=',1000,nM
CHEMBL4551157,CCCCCCNC(=S)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)Nc1ccccc1,IC50,'=',640,nM
CHEMBL493355,CC(=S)NCCCC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@H](C(=O)O)[C@@H](C)O,IC50,'=',175000,nM
CHEMBL521807,CSCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCCNC(C)=S)NC(=O)[C@@H](N)CCCCN)C(=O)O,IC50,'=',49800,nM
CHEMBL4746659,CN(C)c1ccnc(CNCCSC(C)(C)C)c1,IC50,'>',100000,nM
CHEMBL270905,O=C1CC(c2ccccc2)c2c(ccc3cc(I)ccc23)O1,IC50,'=',19500,nM
CHEMBL4762508,CCCCCCCCCCCCCC(=S)NCCCC[C@H](NC(=O)CCOCCOCCOCCOCCNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O)C(=O)Nc1ccccc1,IC50,'=',78,nM
CHEMBL3609652,CC(=O)NCCCC[C@H](NC(=O)[C@H](CCCCNC(C)=S)NC(=O)[C@H](Cc1ccc(-c2ccccc2)cc1)NC(C)=O)C(N)=O,IC50,'=',4500,nM
CHEMBL4542861,COc1cccc(Sc2ccc(NC(=O)CSc3nc(C)cc(C)n3)cc2)c1,IC50,'=',700,nM
CHEMBL1835303,CC(=S)NCCCC[C@H](NC(=O)[C@H](N)Cc1ccccc1)C(=O)N[C@@H](C)C(=O)O,IC50,'=',22400,nM
CHEMBL4638944,NC(=O)c1ccccc1Nc1cccc(-c2cn(Cc3ccccc3)nn2)c1,IC50,'=',6300,nM
CHEMBL4872768,COc1cc(CC(=O)NCCCNC(=O)c2cn3c4c(c(N5CCN(C)CC5)c(F)cc4c2=O)OCC3C)cc(OC)c1OC,IC50,'=',0.39,10^2 uM
CHEMBL4866103,COc1cc(CC(=O)NCCCCCCNC(=O)c2cn3c4c(c(N5CCN(C)CC5)c(F)cc4c2=O)OCC3C)cc(OC)c1OC,IC50,'=',0.33,10^2 uM
CHEMBL4864110,COc1cc(CC(=O)NCCOCCOCCOCCNC(=O)c2cn3c4c(c(N5CCN(C)CC5)c(F)cc4c2=O)OCC3C)cc(OC)c1OC,IC50,'=',0.07,10^2 uM
CHEMBL4875219,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)NCCCNC(=O)CCc4nc(-c5ccncc5)no4)cn1c23,IC50,'=',0.52,10^2 uM
CHEMBL3358375,O=C(Nc1ccccc1Br)c1cccc(-c2ccc3ccccc3c2)c1,IC50,'=',5300,nM
CHEMBL3343531,NC(=O)c1cncc(Sc2cccc3ccccc23)c1,IC50,'=',9800,nM
CHEMBL4088480,Clc1ccc(-c2noc(CCCBr)n2)cc1,IC50,'=',2500,nM
CHEMBL4465843,COC(=O)[C@H](Cc1cn(C(c2ccccc2)(c2ccccc2)c2ccccc2)cn1)NCc1ccc(N(C)C)cc1,IC50,'=',11800,nM
CHEMBL3358390,O=C(Nc1nccs1)c1cccc(-c2ccc3ccccc3c2)c1,IC50,'=',12000,nM
CHEMBL4202895,CCOC(=O)c1ccc(N2CCN(CCn3c(-c4ccc(-c5ccc(O)cc5O)cc4)nc4cc(C(=O)OCC)ccc43)CC2)c(N)c1,IC50,'=',7870,nM
CHEMBL4211748,CCCCCCCCn1c(-c2ccc(-c3ccc(O)c(OC)c3)cc2)nc2cc(C(=O)OCC)ccc21,IC50,'=',46950,nM
CHEMBL596656,CC(CSc1cccc(/N=C/c2c(O)ccc3ccccc23)c1)c1ccccc1,IC50,'=',19200,nM
CHEMBL2181509,CC(CS(=O)(=O)c1ccccc1/N=C/c1c(O)ccc2ccccc12)c1ccccc1,IC50,'=',24200,nM
CHEMBL596655,CC(NS(=O)(=O)c1ccc(/N=C/c2c(O)ccc3ccccc23)cc1)c1ccccc1,IC50,'=',22600,nM
CHEMBL197282,C[C@H](NC(=O)c1ccccc1/N=C/c1c(O)ccc2ccccc12)c1ccccc1,IC50,'=',39400,nM
CHEMBL2203545,CC(C)c1ccc(C=C2C(=O)NC(=S)NC2=O)cc1,IC50,'=',14700,nM
CHEMBL4086743,O=c1c2c3c(sc2ncn1Cc1cccc2cccnc12)CC(NC1CCCC1)CC3,IC50,,,
CHEMBL4098923,O=c1c2c3c(sc2ncn1Cc1ccc2ccccc2c1)CC(NC1CCc2ccccc21)CC3,IC50,,,
CHEMBL4067357,COCCNC1CCc2c(sc3ncn(Cc4cccc5ccccc45)c(=O)c23)C1,IC50,,,
CHEMBL4063071,CC(=O)NCCNC1CCc2c(sc3ncn(Cc4cccc5ccccc45)c(=O)c23)C1,IC50,,,
CHEMBL4078262,O=c1c2c3c(sc2ncn1Cc1cccc2ccccc12)CC(NCC1CCCO1)CC3,IC50,'=',12480,nM
CHEMBL4068463,COc1ccccc1NC1CCc2c(sc3ncn(Cc4cccc5ccccc45)c(=O)c23)C1,IC50,,,
CHEMBL4086800,COc1cccc(CNC2CCc3c(sc4ncn(Cc5cccc6cccnc56)c(=O)c34)C2)c1,IC50,,,
CHEMBL4078606,O=c1c2c3c(sc2ncn1Cc1cccc2ccccc12)CC(NCc1cccnc1)CC3,IC50,'=',2990,nM
CHEMBL4067340,O=c1c2c3c(sc2ncn1Cc1cccc2cccnc12)CC(NCC1CCCO1)CC3,IC50,,,
CHEMBL1835298,CC(=S)NCCCC[C@H](NC(=O)[C@H](C)N)C(=O)N[C@@H](C)C(=O)O,IC50,'=',36000,nM
CHEMBL4093162,O=c1c2c3c(sc2ncn1Cc1cccc2cccnc12)CC(NCc1cccc(F)c1)CC3,IC50,'=',1720,nM
CHEMBL4105557,O=c1c2c3c(sc2ncn1Cc1cccc(-c2ccccc2)c1)CC(NCc1cccc(Cl)c1)CC3,IC50,,,
CHEMBL4078845,O=c1c2c3c(sc2ncn1Cc1cccc2cccnc12)CC(NCc1ccc(Cl)cc1)CC3,IC50,'=',1270,nM
CHEMBL4097219,N#Cc1ccc(CNC2CCc3c(sc4ncn(Cc5cccc6ccccc56)c(=O)c34)C2)cc1,IC50,,,
CHEMBL4084309,COc1ccccc1CNC1CCc2c(sc3ncn(Cc4ccccc4)c(=O)c23)C1,IC50,,,
CHEMBL4092063,COC1=C(Cn2cnc3sc4c(c3c2=O)CCC(NCc2cccc(OC)c2)C4)C2C=CC=CC2C=C1,IC50,'=',1900,nM
CHEMBL4091659,COc1ccc(CNC2CCc3c(sc4ncn(Cc5c(OC)ccc6ccccc56)c(=O)c34)C2)cc1,IC50,'=',650,nM
CHEMBL4075198,Cc1ccc(NC2CCc3c(sc4ncn(Cc5cccc6ccccc56)c(=O)c34)C2)cc1,IC50,,,
CHEMBL4094089,COc1ccc2ccccc2c1Cn1cnc2sc3c(c2c1=O)CCC(Nc1ccc(F)cc1)C3,IC50,,,
CHEMBL4080890,O=c1c2c3c(sc2ncn1Cc1cccc2cccnc12)CC(NC1CCc2ccccc21)CC3,IC50,'=',3090,nM
CHEMBL4099835,O=c1c2c3c(sc2ncn1Cc1ccccc1)CC(NC1CCc2ccccc21)CC3,IC50,,,
CHEMBL4086371,COc1ccc(CNC2CCc3c(sc4ncn(Cc5ccccc5)c(=O)c34)C2)cc1,IC50,,,
CHEMBL4067709,O=c1c2c3c(sc2ncn1Cc1ccccc1)CC(NCc1cccnc1)CC3,IC50,,,
CHEMBL4094789,COc1ccccc1Cn1cnc2sc3c(c2c1=O)CCC(NCC1CCCO1)C3,IC50,,,
CHEMBL4103499,Cc1nn(C)c(C)c1CNC1CCc2c(sc3ncn(Cc4cccc5cccnc45)c(=O)c23)C1,IC50,,,
CHEMBL4065758,COc1ccc(Cn2cnc3sc4c(c3c2=O)CCC(NCc2cccs2)C4)c2ccccc12,IC50,,,
CHEMBL4102605,O=c1c2c3c(sc2ncn1Cc1cccc2ccccc12)CC(NCCc1cccnc1)CC3,IC50,'=',9570,nM
CHEMBL4070552,O=c1c2c3c(sc2ncn1Cc1ccccc1)CC(NCCc1cccnc1)CC3,IC50,,,
CHEMBL4066824,O=c1c2c3c(sc2ncn1Cc1ccccc1)CC(NCCc1ccncc1)CC3,IC50,,,
CHEMBL4077658,COc1ccccc1CCNC1CCc2c(sc3ncn(Cc4cccc5ccccc45)c(=O)c23)C1,IC50,,,
CHEMBL4105021,COc1ccccc1NC1CCc2c(sc3ncn(Cc4cccc(-c5ccccc5)c4)c(=O)c23)C1,IC50,,,
CHEMBL4090726,COc1cccc(NC2CCc3c(sc4ncn(Cc5ccc(OC)c6ccccc56)c(=O)c34)C2)c1,IC50,,,
CHEMBL4085429,Cc1cccc(NC2CCc3c(sc4ncn(Cc5cccc6cccnc56)c(=O)c34)C2)c1,IC50,,,
CHEMBL611665,,,,,
CHEMBL491960,O=c1[nH]c(=S)[nH]c(-c2ccccc2)c1Cc1c(O)ccc2ccccc12,IC50,'=',52890,nM
CHEMBL220458,Cc1ncc(CSc2ccccc2/N=C/c2cc(Cl)cc(Cl)c2O)c(CO)c1O,IC50,'=',74300,nM
CHEMBL488685,C[C@H](NC(=O)CCc1ccccc1)C(=O)NCCc1c[nH]c2ccc(OCc3ccccc3)cc12,IC50,'=',86000,nM
CHEMBL244160,O=C(/C=C/c1ccc(OCc2ccccc2)cc1)NC1(C(=O)NCCc2c[nH]c3ccccc23)CCNCC1,IC50,'=',63000,nM
CHEMBL225118,,,,,
CHEMBL115600,Cc1ccc2[nH]c3c(c2c1)CCCC3C(N)=O,IC50,'=',11500,nM
CHEMBL3220457,O=C1NC(=S)NC(=O)C1=Cc1cc(OCc2ccc(Br)cc2)ccc1Cl,IC50,'=',1800,nM
CHEMBL3220460,CC(=O)c1ccc(-c2ccc(C=C3C(=O)NC(=S)NC3=O)o2)cc1,IC50,'=',5500,nM
CHEMBL3237023,CN(c1ccc(S(C)(=O)=O)cc1)S(=O)(=O)c1cccc(C(=O)Nc2ccc(C#N)cc2)c1,IC50,'=',9500,nM
CHEMBL3290216,CCOC(=O)c1ccc2c(c1)nc(-c1ccc(Br)cc1)n2CCCN1CCCC1=O,IC50,,,
CHEMBL3290218,CCOC(=O)c1ccc2c(c1)nc(-c1ccc(N(C)C)cc1)n2-c1ccccc1,IC50,'=',26850,nM
CHEMBL3233749,Cc1ccc(-c2[nH]oc(=O)c2Cc2c(O)ccc3cc(Br)ccc23)cc1,IC50,'=',13000,nM
CHEMBL4873020,COc1cc(CC(=O)NCc2ccc(CNC(=O)c3cccc(-c4cccnc4)c3)cc2)cc(OC)c1OC,IC50,'=',0.25,10^2 uM
CHEMBL4871184,COc1cc(CC(=O)NCCOCCOCCOCCNC(=O)c2cccc(-c3cccnc3)c2)cc(OC)c1OC,IC50,'=',0.93,10^2 uM
CHEMBL3427759,NC(=O)C1CCCc2c(-c3cc4ccccc4s3)n[nH]c21,IC50,'=',5300,nM
CHEMBL4553811,CC[C@H](C)[C@H](NC(=O)[C@H](CCCCNC(=O)Cc1ccc(/N=N/c2ccccc2)cc1)NC(=O)[C@@H](NC(C)=O)C(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(N)=O,IC50,'=',520,nM
CHEMBL4445565,CC[C@H](C)[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCCNC(=O)Cc1ccc(/N=N/c2ccccc2)cc1)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(C)=O)[C@@H](C)O)C(N)=O,IC50,'=',580,nM
CHEMBL4553811,CC[C@H](C)[C@H](NC(=O)[C@H](CCCCNC(=O)Cc1ccc(/N=N/c2ccccc2)cc1)NC(=O)[C@@H](NC(C)=O)C(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(N)=O,IC50,'=',120,nM
CHEMBL4089533,COc1ccc(Cn2cnc3sc4c(c3c2=O)CCC(NCC2CCOC2)C4)c2ccccc12,IC50,,,
CHEMBL4099120,COc1ccc2ccccc2c1Cn1cnc2sc3c(c2c1=O)CCC(NCc1ccco1)C3,IC50,'=',5240,nM
CHEMBL4283133,O=C(O)CCNC(=S)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)Nc1ccc(O)cc1,IC50,,,
CHEMBL200544,CCOC(=O)c1ccccc1/N=C/c1c(O)ccc2ccccc12,IC50,,,
CHEMBL4089677,COc1ccccc1Cn1cnc2sc3c(c2c1=O)CCC(NCc1ccco1)C3,IC50,,,
CHEMBL4084315,O=c1c2c3c(sc2ncn1Cc1ccccc1)CC(NCc1ccco1)CC3,IC50,,,
CHEMBL4063850,Cc1cccc(NC2CCc3c(sc4ncn(Cc5ccc6ccccc6c5)c(=O)c34)C2)c1,IC50,,,
CHEMBL4094092,COc1ccccc1Cn1cnc2sc3c(c2c1=O)CCC(NCc1ccccc1)C3,IC50,'=',10420,nM
CHEMBL4078234,O=c1c2c3c(sc2ncn1Cc1cccc(-c2ccccc2)c1)CC(NCc1ccccc1Cl)CC3,IC50,,,
CHEMBL4464347,COC(=O)[C@H](Cc1cn(C(c2ccccc2)(c2ccccc2)c2ccccc2)cn1)NCc1cc(N(C)C)ccn1,IC50,'=',1700,nM
CHEMBL1835300,COC(=O)[C@H](C)NC(=O)[C@H](CCCCNC(C)=S)NC(C)=O,IC50,'=',862000,nM
CHEMBL1835311,CC(=S)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)Nc1ccccc1O,IC50,'=',7400,nM
CHEMBL98,O=C(CCCCCCC(=O)Nc1ccccc1)NO,IC50,,,
CHEMBL492309,,,,,
CHEMBL4862252,NC(=O)C1CN(Cc2ccc3c(c2)OCO3)c2ccccc2O1,IC50,'=',26000,nM
CHEMBL4078889,COc1ccc(Cn2cnc3sc4c(c3c2=O)CCC(NC2CCCC2)C4)c2ccccc12,IC50,'=',730,nM
CHEMBL4099606,O=c1c2c3c(sc2ncn1Cc1cccc(-c2ccccc2)c1)CC(NCCN1CCCC1)CC3,IC50,'=',3780,nM
CHEMBL4085686,COCCNC1CCc2c(sc3ncn(Cc4cccc(-c5ccccc5)c4)c(=O)c23)C1,IC50,,,
CHEMBL4128509,CCCCCCCCCCCCCNC(=O)CCCSC[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](N)CCCCN)[C@@H](C)O)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)NCC(=O)NCC(=O)N[C@@H](CCCCN)C(=O)O)[C@@H](C)O,IC50,'=',35000,nM
CHEMBL3752548,CCOC(=O)c1ccc2[nH]c(-c3ccc(C(C)(C)C)cc3)nc2c1,IC50,,,
CHEMBL3754315,CCOC(=O)c1ccc2[nH]c(-c3ccc(C)cc3)nc2c1,IC50,,,
CHEMBL521799,O=c1[nH]c(=S)[nH]c(-c2ccc(Br)cc2)c1Cc1c(O)ccc2ccccc12,IC50,'>',90000,nM
CHEMBL380797,CC(NC(=O)c1ccccc1/N=C/c1c(O)ccc2ccccc12)c1ccccc1,IC50,'=',45100,nM
CHEMBL4458848,CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)C(=O)N[C@@H](CCCCNC(=O)C(F)(F)F)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(N)=O,IC50,'=',31,nM
CHEMBL3804834,NC(=O)c1cncc(OCc2cccc(NC(=O)c3ccc(-n4cnnc4)cc3)c2)c1,IC50,'=',19,nM
CHEMBL3805464,NC(=O)c1cncc(OCc2cccc(NC(=O)c3cc4ccccc4[nH]3)c2)c1,IC50,'=',71.4,nM
