molecule_chembl_id,smiles,standard_type,standard_relation,standard_value,standard_units
CHEMBL4105292,COc1ccc2ccccc2c1Cn1cnc2sc3c(c2c1=O)CCC(NCc1ccncc1)C3,IC50,'=',1200,nM
CHEMBL4063968,COc1ccccc1Cn1cnc2sc3c(c2c1=O)CCC(NCc1ccncc1)C3,IC50,,,
CHEMBL4068268,COc1ccc2ccccc2c1Cn1cnc2sc3c(c2c1=O)CCC(NCc1cncnc1)C3,IC50,,,
CHEMBL4099006,O=c1c2c3c(sc2ncn1Cc1ccc2ccccc2c1)CC(NCc1cncnc1)CC3,IC50,'=',5300,nM
CHEMBL4092179,COc1ccc(CNC2CCc3c(sc4ncn(Cc5ccc6ccccc6c5)c(=O)c34)C2)cn1,IC50,'=',10170,nM
CHEMBL4073225,COc1cccc(Cn2cnc3sc4c(c3c2=O)CCC(NCC2CCCO2)C4)c1,IC50,,,
CHEMBL4072926,COc1ccccc1CNC1CCc2c(sc3ncn(Cc4ccc5ccccc5c4)c(=O)c23)C1,IC50,'=',4220,nM
CHEMBL4102436,COc1cccc(Cn2cnc3sc4c(c3c2=O)CCC(NCc2ccncc2)C4)c1,IC50,,,
CHEMBL4067427,COc1ccc(NC2CCc3c(sc4ncn(Cc5ccc(OC)c6ccccc56)c(=O)c34)C2)cc1,IC50,,,
CHEMBL4072439,COc1ccc2ccccc2c1Cn1cnc2sc3c(c2c1=O)CCC(Nc1cccc(C)c1)C3,IC50,,,
CHEMBL1253775,COC(=O)[C@H](C)NC(=O)[C@H](CCCCNC(=O)OCc1ccccc1)NC(=O)[C@H](C)NC(C)=O,IC50,,,
CHEMBL1254954,CNC(=O)[C@H](C)NC(=O)[C@H](CCCCNC(=O)c1ccc(N(C)C)cc1)NC(=O)[C@H](C)NC(C)=O,IC50,,,
CHEMBL3601365,CC(=O)NCCCC[C@H](NC(=O)[C@H](CCCCNC(=S)NC(C)C)NC(=O)[C@H](CCCCNC(C)=O)NC(C)=O)C(N)=O,IC50,,,
CHEMBL3601364,CCNC(=S)NCCCC[C@H](NC(=O)[C@H](CCCCNC(C)=O)NC(C)=O)C(=O)N[C@@H](CCCCNC(C)=O)C(N)=O,IC50,,,
CHEMBL4062236,OCCCc1nc(-c2ccc(Cl)cc2)no1,IC50,'=',41200,nM
CHEMBL3944975,CCCCCC1CC(=O)c2cc(C3(C(F)(F)F)N=N3)ccc2O1,IC50,'=',8200,nM
CHEMBL596656,,,,,
CHEMBL3925899,CC(=S)NCCCC[C@@H]1NC(=O)[C@H](Cc2csc3ccccc23)NC(=O)CCCCCCC(=O)NCCCC[C@@H](C(N)=O)NC1=O,IC50,'=',890,nM
CHEMBL3973267,CC(=S)NCCCC[C@@H]1NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)CCCCCCC(=O)NCCC[C@@H](C(N)=O)NC1=O,IC50,'=',1200,nM
CHEMBL3962289,CCCC[C@@H]1NC(=O)CCCCCCC(=O)NC[C@@H](C(N)=O)NC(=O)[C@H](CCCCNC(C)=S)NC1=O,IC50,'=',180,nM
CHEMBL3934785,CCCC[C@@H]1NC(=O)CCCCCCC(=O)NCC[C@@H](C(N)=O)NC(=O)[C@H](CCCCNC(C)=S)NC1=O,IC50,'=',420,nM
CHEMBL1584522,NC(=O)C1CNc2ccccc2O1,IC50,'>',60000,nM
CHEMBL4876979,NC(=O)C1CN(Cc2ccccc2O)c2ccccc2O1,IC50,'=',12300,nM
CHEMBL4063821,O=c1c2c3c(sc2ncn1Cc1cccc2ccccc12)CC(NCc1cccc(F)c1)CC3,IC50,,,
CHEMBL4100463,O=c1c2c3c(sc2ncn1Cc1ccc2ccccc2c1)CC(NCc1cccc(Cl)c1)CC3,IC50,,,
CHEMBL4082446,O=c1c2c3c(sc2ncn1Cc1cccc2cccnc12)CC(NCc1cccc(Cl)c1)CC3,IC50,'=',2840,nM
CHEMBL4070695,O=c1c2c3c(sc2ncn1Cc1ccc2ccccc2c1)CC(NCc1ccc(Cl)cc1)CC3,IC50,,,
CHEMBL4101347,N#Cc1ccc(CNC2CCc3c(sc4ncn(Cc5cccc6cccnc56)c(=O)c34)C2)cc1,IC50,'=',390,nM
CHEMBL4102273,COc1cccc(Cn2cnc3sc4c(c3c2=O)CCC(NCc2ccccc2OC)C4)c1,IC50,,,
CHEMBL4073515,COc1ccc(CNC2CCc3c(sc4ncn(Cc5ccccc5OC)c(=O)c34)C2)cc1,IC50,,,
CHEMBL4099815,O=c1c2c3c(sc2ncn1Cc1cccc2ccccc12)CC(NCc1ccco1)CC3,IC50,'=',7610,nM
CHEMBL4097710,COc1cccc(Cn2cnc3sc4c(c3c2=O)CCC(NCCc2cccnc2)C4)c1,IC50,,,
CHEMBL4086600,COc1ccc2ccccc2c1Cn1cnc2sc(CCNCc3ccc(C#N)cc3)c(C)c2c1=O,IC50,,,
CHEMBL5276776,O=C(NCc1ccc(-c2ccc(C(=O)O)cc2)o1)Nc1cccnc1,IC50,'=',2470,nM
CHEMBL5438435,CCCCC(=O)N(CCCC)Cc1ccc(C(=O)NO)cc1,IC50,,,
CHEMBL4228286,Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3cccc(OCc4cn(Cc5ccccc5)nn4)c3)s2)n1,IC50,'=',1400,nM
CHEMBL441874,,,,,
CHEMBL222502,,,,,
CHEMBL3986181,CCCCc1nc2c(=O)n(C)c(=O)nc-2n(C)n1,IC50,'>',100000,nM
CHEMBL3969626,O=C(/C=C/c1ccc(O)c(O)c1)NC(Cc1c[nH]c2ccccc12)C(=O)O,IC50,'=',8700,nM
CHEMBL3805022,NC(=O)c1cncc(OCc2cccc(NC(=O)c3ccccn3)c2)c1,IC50,'=',1540,nM
CHEMBL1797748,O=c1[nH]c(=S)[nH]c(CCc2ccccc2)c1Cc1c(O)ccc2ccccc12,IC50,'=',50800,nM
CHEMBL3805277,NC(=O)c1cncc(OCc2cccc(NC(=O)c3csc4ccccc34)c2)c1,IC50,'=',313,nM
CHEMBL4791289,O=C1OC(c2ccccc2)OC(=O)C1=Cc1cc(Cl)c(O)c(Cl)c1,IC50,'=',56440,nM
CHEMBL4751357,CCOC(=O)C[C@@H]1C[C@@H](C(C)C)[C@H](CNC(=O)c2cncnc2)C=C1C,IC50,'=',44400,nM
CHEMBL4088869,O=c1c2c3c(sc2ncn1Cc1cccc2cccnc12)CC(NCC1CCCCC1)CC3,IC50,'=',2430,nM
CHEMBL4102395,COc1cccc(Cn2cnc3sc4c(c3c2=O)CCC(NCC2CCCCC2)C4)c1,IC50,,,
CHEMBL4102528,O=c1c2c3c(sc2ncn1Cc1ccc2ccccc2c1)CC(NCC1CCCO1)CC3,IC50,'=',13140,nM
CHEMBL4085575,Cc1nn(C)c(C)c1CNC1CCc2c(sc3ncn(Cc4ccc5ccccc5c4)c(=O)c23)C1,IC50,'=',7430,nM
CHEMBL4093322,COc1ccccc1Cn1cnc2sc3c(c2c1=O)CCC(NCc1c(C)nn(C)c1C)C3,IC50,,,
CHEMBL4095805,Cc1noc(C)c1CNC1CCc2c(sc3ncn(Cc4cccc5cccnc45)c(=O)c23)C1,IC50,'=',6940,nM
CHEMBL4068464,Cc1noc(C)c1CNC1CCc2c(sc3ncn(Cc4cccc(-c5ccccc5)c4)c(=O)c23)C1,IC50,,,
CHEMBL4062859,O=c1c2c3c(sc2ncn1Cc1cccc(-c2ccccc2)c1)CC(NCCC1CCCCC1)CC3,IC50,'=',3740,nM
CHEMBL4073924,O=c1c2c3c(sc2ncn1Cc1cccc(-c2ccccc2)c1)CC(NC1CCCC1)CC3,IC50,'=',1520,nM
CHEMBL4092013,O=c1c2c3c(sc2ncn1Cc1ccc2ccccc2c1)CC(NC1CCOCC1)CC3,IC50,,,
CHEMBL4091658,O=c1c2c3c(sc2ncn1Cc1cccc2cccnc12)CC(NCc1ccccc1)CC3,IC50,'=',2500,nM
CHEMBL4099396,O=c1c2c3c(sc2ncn1Cc1cccc2ccccc12)CC(NCc1ccccc1)CC3,IC50,,,
CHEMBL4085403,COc1ccc(Cn2cnc3sc4c(c3c2=O)CCC(NCc2cccc(F)c2)C4)c2ccccc12,IC50,,,
CHEMBL4093675,COc1ccc(Cn2cnc3sc4c(c3c2=O)CCC(NCc2ccccc2F)C4)c2ccccc12,IC50,,,
CHEMBL4103852,O=c1c2c3c(sc2ncn1Cc1ccc2ccccc2c1)CC(NCc1ccccc1F)CC3,IC50,,,
CHEMBL3935771,CC(=S)NCCCC[C@@H]1NC(=O)[C@H](Cc2csc3ccccc23)NC(=O)CCCCCCC(=O)NCC[C@@H](C(N)=O)NC1=O,IC50,'=',1160,nM
CHEMBL3964797,CC(=S)NCCCC[C@@H]1NC(=O)[C@H](Cc2csc3ccccc23)NC(=O)CCCCCCC(=O)NCCC[C@@H](C(N)=O)NC1=O,IC50,'=',480,nM
CHEMBL3929155,CC(=S)NCCCC[C@@H]1NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)CCCCCCC(=O)NC[C@@H](C(N)=O)NC1=O,IC50,'=',1500,nM
CHEMBL3608443,CC(=O)NCCCC[C@H](NC(C)=O)C(=O)N[C@@H](CCCCNC(C)=S)C(=O)N[C@@H](Cc1csc2ccccc12)C(N)=O,IC50,'=',2380,nM
CHEMBL3580802,COc1ccc(CS(=O)(=O)c2cccc(C(=O)Nc3ccc(C#N)cc3)c2)cc1,IC50,'=',6700,nM
CHEMBL402446,O=C1CC(c2ccccc2)c2c(ccc3cc(Br)ccc23)N1,IC50,'=',6400,nM
CHEMBL3427770,CC1(C)Cc2c(-c3ccc(Cl)cc3)n[nH]c2C(C(N)=O)C1,IC50,'=',1700,nM
CHEMBL384535,O=C1NC(=O)C2=C1c1cn(c3ccccc13)CCOC(C(O)CO)CCn1cc2c2c(F)cccc21,IC50,'>',50000,nM
CHEMBL3354209,CNC(=O)CCC1CC(=O)c2cc(Cl)cc(Br)c2O1,IC50,,,
CHEMBL3805835,NC(=O)c1cncc(OCc2cccc(NC(=O)c3ccc(-c4ccccn4)cc3)c2)c1,IC50,'=',22.7,nM
CHEMBL3220460,CC(=O)c1ccc(-c2ccc(C=C3C(=O)NC(=S)NC3=O)o2)cc1,IC50,'=',5495.41,nM
CHEMBL2152614,NC(=O)c1ccccc1Nc1cccc(OCCCc2ccccc2)c1,IC50,'=',4300,nM
CHEMBL2152574,NC(=O)c1ccccc1Nc1ccc(C(F)(F)F)cc1,IC50,'=',69000,nM
CHEMBL2152575,CC(C)(C)c1ccc(Nc2ccccc2C(N)=O)cc1,IC50,'>',100000,nM
CHEMBL2152581,CSc1ccc(Nc2ccccc2C(N)=O)cc1,IC50,'>',100000,nM
CHEMBL3769737,Cc1cc(C)cc(SCC(=O)Nc2ncc(Cc3cccc4ccccc34)s2)c1,IC50,'=',207000,nM
CHEMBL222147,,,,,
CHEMBL222448,,,,,
CHEMBL270109,Cc1ccc2c3c(ccc2c1)OC(=O)CC3c1ccc(C)c(F)c1,IC50,'=',3400,nM
CHEMBL409006,O=C1CC(c2cccc(F)c2)c2c(ccc3cc(Br)ccc23)O1,IC50,'=',3200,nM
CHEMBL3601363,CNC(=S)NCCCC[C@H](NC(=O)[C@H](CCCCNC(C)=O)NC(C)=O)C(=O)N[C@@H](CCCCNC(C)=O)C(N)=O,IC50,'=',1650,nM
CHEMBL1814814,CC(=O)NCCC[C@H](NC(=O)[C@H](CCCCNC(N)=S)NC(=O)[C@H](CCCNC(C)=O)NC(C)=O)C(N)=O,IC50,'=',159100,nM
CHEMBL491960,O=c1[nH]c(=S)[nH]c(-c2ccccc2)c1Cc1c(O)ccc2ccccc12,IC50,'=',10900,nM
CHEMBL3770429,Cc1cc(C)nc(SCC(=O)Nc2nnc(Cc3cccc4ccccc34)s2)n1,IC50,'=',1890,nM
CHEMBL3769473,O=C(CSc1nnc(-c2ccccc2)c(-c2ccccc2)n1)Nc1nnc(Cc2ccccc2)s1,IC50,'=',19900,nM
CHEMBL3771296,CCC(Sc1nc(C)cc(C)n1)C(=O)Nc1ncc(Cc2cccc3ccc(Cl)cc23)s1,IC50,'=',320,nM
CHEMBL3770258,Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3cccc4cc(Cl)ccc34)s2)n1,IC50,'=',480,nM
CHEMBL3771179,Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3ccc(-c4ccccc4)cc3)s2)n1,IC50,'=',164500,nM
CHEMBL3751949,CCOC(=O)c1ccc2[nH]c(-c3ccc(O)cc3)nc2c1,IC50,,,
CHEMBL4084665,COc1ccc2ccccc2c1Cn1cnc2sc3c(c2c1=O)CCC(NCCc1cccnc1)C3,IC50,'=',10310,nM
CHEMBL4105424,COc1ccccc1Cn1cnc2sc3c(c2c1=O)CCC(NCCc1cccnc1)C3,IC50,,,
CHEMBL4089978,O=c1c2c3c(sc2ncn1Cc1cccc2ccccc12)CC(NCCc1ccncc1)CC3,IC50,'=',5790,nM
CHEMBL4100124,O=c1c2c3c(sc2ncn1Cc1ccc2ccccc2c1)CC(NCCc1ccncc1)CC3,IC50,'=',9600,nM
CHEMBL4094859,COc1ccc(NC2CCc3c(sc4ncn(Cc5cccc6cccnc56)c(=O)c34)C2)cc1,IC50,'=',2480,nM
CHEMBL4063596,O=c1c2c3c(sc2ncn1Cc1cccc(-c2ccccc2)c1)CC(NC1CCCc2ccccc21)CC3,IC50,,,
CHEMBL3770486,Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3ccc4ccccc4c3)s2)n1,IC50,'=',400,nM
CHEMBL4217987,O=C(Nc1ccc(O)cc1C(=O)O)c1ccc(N2C(=O)c3ccccc3C2=O)cc1,IC50,'=',333000,nM
CHEMBL3236707,CN(c1ccc(Cl)cc1)S(=O)(=O)c1cccc(C(=O)Nc2ccc(Cl)nn2)c1,IC50,'=',15600,nM
CHEMBL3237038,CN(C(=O)c1cccc(S(=O)(=O)N(C)c2ccc(Br)cc2)c1)c1ccc(Br)cc1F,IC50,'=',6900,nM
CHEMBL3237040,CN(c1ccc(Cl)cc1)S(=O)(=O)c1cc(C(=O)Nc2ccc(C#N)cc2)ccn1,IC50,'=',4900,nM
CHEMBL3237041,CN(c1ccc(Cl)cc1)S(=O)(=O)c1cc(C(=O)Nc2ccc(C#N)cc2F)ccn1,IC50,'=',10200,nM
CHEMBL4161780,Cc1cc(C)nc(SCC(=O)Nc2cccc(COc3ccc(NC(=O)c4ccco4)cc3)c2)n1,IC50,'=',3100,nM
CHEMBL4173548,Cc1cc(C)nc(SCC(=O)Nc2cccc(COc3ccc(NC(=O)c4ccccn4)cc3)c2)n1,IC50,'=',29512.09,nM
CHEMBL4167005,Cc1cc(C)nc(SCC(=O)Nc2cccc(COc3cccc(NC(=O)C4CCCN4C(=O)OC(C)(C)C)c3)c2)n1,IC50,'=',15200,nM
CHEMBL4291376,O=C(O)CCNC(=S)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)Nc1ccccc1O,IC50,,,
CHEMBL4277056,CC(C)(C)OC(=O)N[C@@H](CCCCNC(=S)NCCC(=O)O)C(=O)Nc1cccc(O)c1,IC50,,,
CHEMBL218785,CCCCCCCn1cc(C2=C(c3cn(CCCCCCC)c4ccccc34)C(=O)N(C)C2=O)c2ccccc21,IC50,'>',100000,nM
CHEMBL4872893,COc1cc(CC(=O)NCCCCCCNC(=O)c2cccc(-c3cccnc3)c2)cc(OC)c1OC,IC50,'=',0.44,10^2 uM
CHEMBL4855531,O=C1CC(C(=O)NCCCCCCNCC(=O)C2CC3CCC2C3)c2ccccc21,IC50,'=',9.38,10^2 uM
CHEMBL4869987,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)NCCCNC(=O)c4cn5c6c(c(N7CCN(C)CC7)c(F)cc6c4=O)OCC5C)cn1c23,IC50,'=',3.03,10^2 uM
CHEMBL3608446,CC(=O)NCCCC[C@H](NC(C)=O)C(=O)N[C@@H](CCCCNC(C)=S)C(=O)N[C@@H](Cc1ccc(-c2ccccc2)cc1)C(N)=O,IC50,'=',3920,nM
CHEMBL3770610,Cc1cc(C)nc(SCC(=O)Nc2nnc(C(F)(F)F)s2)n1,IC50,'=',502800,nM
CHEMBL3770257,Cc1cc(C)nc(SCC(=O)Nc2nnc(Cc3ccc(Br)cc3)s2)n1,IC50,'=',167700,nM
CHEMBL4847660,O=C(NCc1ccc(CNC(=O)c2cccc(-c3cccnc3)c2)cc1)c1cccc(-c2cccnc2)c1,IC50,'=',0.91,10^2 uM
CHEMBL4876068,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)NCCCCCCNC(=O)CCc4nc(-c5ccncc5)no4)cn1c23,IC50,'=',1.07,10^2 uM
CHEMBL220458,,,,,
CHEMBL4589851,Cc1cc(C)nc(SCC(=O)Nc2cccc(Nc3ccccc3C(N)=O)c2)n1,IC50,'=',1180,nM
CHEMBL4227975,C#CCOc1cccc(Cc2cnc(NC(=O)CSc3nc(C)cc(C)n3)s2)c1,IC50,'=',2400,nM
CHEMBL4217034,CCCCCCCCn1c(-c2ccc(-c3ccc4c(c3)OCO4)cc2)nc2cc(C(=O)OCC)ccc21,IC50,'=',41400,nM
CHEMBL4457681,C[C@H](NC(=O)[C@H](CCCCNC(=O)Cc1ccc(/N=N/c2ccc(O)cc2)cc1)NC(=O)OCc1ccccc1)C(N)=O,IC50,'>',2000,nM
CHEMBL4464347,COC(=O)[C@H](Cc1cn(C(c2ccccc2)(c2ccccc2)c2ccccc2)cn1)NCc1cc(N(C)C)ccn1,IC50,'=',1700,nM
CHEMBL3222141,O=C(Nc1cccc(Br)c1)c1cccc(S(=O)(=O)N2CCCCCC2)c1,IC50,'=',15500,nM
CHEMBL3237034,CC(O)c1ccc(N(C)S(=O)(=O)c2cccc(C(=O)Nc3ccc(C#N)cc3)c2)cc1,IC50,'=',11500,nM
CHEMBL4228286,Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3cccc(OCc4cn(Cc5ccccc5)nn4)c3)s2)n1,IC50,'=',160,nM
CHEMBL382277,NC(=O)C1CCCC2c3cc(Cl)ccc3NC12,IC50,'=',49000,nM
CHEMBL3752305,CCOC(=O)c1ccc2[nH]c(-c3ccc(N4CCOCC4)cc3)nc2c1,IC50,'=',52910,nM
CHEMBL4210076,CCOC(=O)c1ccc(N2CCN(CCn3c(-c4ccc(-c5ccc6c(c5)OCO6)cc4)nc4cc(C(=O)OCC)ccc43)CC2)c(N)c1,IC50,'=',16120,nM
CHEMBL3770074,O=C(CSc1cccc(O)c1)Nc1ncc(Cc2cccc3ccccc23)s1,IC50,'=',143000,nM
CHEMBL3770654,Cc1cccc(Cc2cnc(NC(=O)CSc3nc(C)cc(C)n3)s2)c1,IC50,'=',1640,nM
CHEMBL3427761,NC(=O)C1CCCc2c(-c3nc4ccccc4s3)n[nH]c21,IC50,'=',8300,nM
CHEMBL1715925,O=C1NC(=S)NC(=O)C1=Cc1ccc(OCc2ccccc2)cc1,IC50,'=',9800,nM
CHEMBL2170194,O=C1NC(=S)NC(=O)C1=Cc1cccc2ccccc12,IC50,'=',9000,nM
CHEMBL5172985,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2N)c1,IC50,'=',151000,nM
CHEMBL3219560,CCOc1ccc(Cn2c(-c3ccccc3)c(Cc3c(O)ccc4ccccc34)c(=O)[nH]c2=S)cc1,IC50,'=',4000,nM
CHEMBL3220461,O=C1NC(=S)NC(=O)C1=Cc1ccc(-c2ccc(C(=O)OCc3cccc(Cl)c3)cc2)o1,IC50,'=',2200,nM
CHEMBL2171193,CCCn1c(=O)nc2oc3ccc4ccccc4c3cc-2c1=O,IC50,'=',12500,nM
CHEMBL4522166,CCCCCCCCCCCCCCNC(=S)NCCCC[C@@H]1NC(=O)[C@H](CCCNC(=N)N)NC(=O)CNC(=O)CCC(=O)NCC(=O)NCCCC[C@@H](C(N)=O)NC1=O,IC50,,,
CHEMBL2152617,Cc1ccc(CCOc2cccc(Nc3ccccc3C(N)=O)c2)cc1,IC50,'=',1600,nM
CHEMBL2152621,NC(=O)c1ccccc1Nc1cccc(OCCc2cccc(F)c2)c1,IC50,'=',570,nM
CHEMBL2152587,CN(c1ccccc1)c1ccccc1C(N)=O,IC50,'>',100000,nM
CHEMBL4848244,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)NCCCCCCNC(=O)c4cn5c6c(c(N7CCN(C)CC7)c(F)cc6c4=O)OCC5C)cn1c23,IC50,,,
CHEMBL3580806,N#Cc1ccc(NC(=O)c2cccc([S+]([O-])Cc3ccc(Cl)cc3)c2)cc1,IC50,'=',7100,nM
CHEMBL3805538,NC(=O)c1cncc(OCc2cccc(NC(=O)c3ccc(N4CCNCC4)cc3)c2)c1,IC50,'=',112,nM
CHEMBL3805112,NC(=O)c1cncc(OCc2cccc(NC(=O)c3ccc4ccccc4c3)c2)c1,IC50,'=',23.4,nM
CHEMBL4551537,CCN(CC)c1ccnc(CN[C@@H](Cc2cn(C(c3ccccc3)(c3ccccc3)c3ccccc3)cn2)C(=O)OC)c1,IC50,'=',1300,nM
CHEMBL245011,CC(C)(NC(=O)/C=C/c1ccc(O)cc1)C(=O)NCCc1c[nH]c2ccc(F)cc12,IC50,'=',80000,nM
CHEMBL228175,N#C/C(=C\c1ccc(-c2ccccc2Cl)o1)C(=O)Nc1cccc2ncccc12,IC50,'=',5500,nM
CHEMBL3236133,NC(=O)c1ccccc1Nc1ccc(-c2cn(Cc3ccccc3)nn2)cc1,IC50,'=',6300,nM
CHEMBL492308,CC(=S)NCCCC[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)Cc1cnc[nH]1)C(=O)N[C@@H](CC(C)C)C(=O)O,IC50,'=',19900,nM
CHEMBL4553811,CC[C@H](C)[C@H](NC(=O)[C@H](CCCCNC(=O)Cc1ccc(/N=N/c2ccccc2)cc1)NC(=O)[C@@H](NC(C)=O)C(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(N)=O,IC50,'=',120,nM
CHEMBL4445565,CC[C@H](C)[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCCNC(=O)Cc1ccc(/N=N/c2ccccc2)cc1)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(C)=O)[C@@H](C)O)C(N)=O,IC50,'>',2000,nM
CHEMBL4590449,N#C/C(=C\c1ccc(-c2ccc(Cl)cc2Cl)o1)C(=O)Nc1cccc2ncccc12,IC50,'=',3500,nM
CHEMBL4592928,Cc1cc(C)nc(SCC(=O)Nc2ccc(Sc3cccc(C(F)(F)F)c3)cc2)n1,IC50,'=',17600,nM
CHEMBL1714005,O=C1NC(=S)NC(=O)C1=Cc1c[nH]c2ccccc12,IC50,'=',20300,nM
CHEMBL3358384,O=C(Nc1cnccn1)c1cccc(-c2ccc3ccccc3c2)c1,IC50,'=',6200,nM
CHEMBL474872,Cn1c2c(Cl)c(Cl)ccc2c2cc[nH]c(=O)c21,IC50,'=',87200,nM
CHEMBL2171198,Cn1c(=O)nc2oc3ccccc3cc-2c1=O,IC50,'=',24600,nM
CHEMBL2171192,CCn1c(=O)nc2oc3ccc4ccccc4c3cc-2c1=O,IC50,'=',30000,nM
CHEMBL2152570,COC(=O)CCc1cccc(Nc2ccccc2C(N)=O)c1,IC50,'=',93000,nM
CHEMBL2152580,NC(=O)c1ccccc1Nc1ccc(C(=O)O)cc1,IC50,'>',100000,nM
CHEMBL562474,NC(=O)c1ccccc1Nc1ccc(Oc2ccccc2)cc1,IC50,'>',100000,nM
CHEMBL2152588,NC(=O)c1ccccc1Nc1ccc(/C=C\c2ccccc2)cc1,IC50,'=',20000,nM
CHEMBL2152592,NC(=O)c1ccccc1Nc1ccc(C(=O)Nc2ccccc2)cc1,IC50,'=',23000,nM
CHEMBL2152593,,,,,
CHEMBL2152627,NC(=O)c1ccccc1Nc1cccc(OCCc2cccc(Br)c2)c1,IC50,'=',3400,nM
CHEMBL4174893,Cc1cc(C)nc(SCC(=O)Nc2cccc(COc3ccc(NC(=O)C4CCCN4C(=O)OC(C)(C)C)cc3)c2)n1,IC50,'=',75857.76,nM
CHEMBL4176673,CNC(=S)NCCCC(=O)Nc1ccc(OCc2cccc(NC(=O)CSc3nc(C)cc(C)n3)c2)cc1,IC50,'=',9560,nM
CHEMBL3105183,CN(C)c1ccc(-c2nc3cc(C(=O)O)ccc3n2CCO)cc1,IC50,,,
CHEMBL3105182,CCOC(=O)c1ccc2c(c1)nc(-c1ccc3c(c1)OCO3)n2CCO,IC50,'=',56050,nM
CHEMBL4173707,Cc1cc(C)cc(OCC(=O)Nc2cccc(COc3ccc(NC(=O)c4cccs4)cc3)c2)c1,IC50,'>',300000,nM
CHEMBL4860443,COc1cc(CC(=O)NCCOCCOCCNC(=O)c2cn3c4c(c(N5CCN(C)CC5)c(F)cc4c2=O)OCC3C)cc(OC)c1OC,IC50,'=',0.32,10^2 uM
CHEMBL4867959,O=C(NCCCCCCNC(=O)c1cccc(-c2cccnc2)c1)c1cccc(-c2cccnc2)c1,IC50,'=',0.39,10^2 uM
CHEMBL522968,CCn1c(-c2ccccc2)c(Cc2c(O)ccc3ccccc23)c(=O)[nH]c1=S,IC50,'=',10500,nM
CHEMBL224864,N#C/C(=C\c1ccc(-c2cc(Cl)ccc2Cl)o1)C(=O)Nc1cccc2ncccc12,IC50,'=',5500,nM
CHEMBL1835304,CC(=S)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](C)C(=O)O,IC50,'=',17000,nM
CHEMBL1835306,CC(=S)NCCCC[C@H](NC(=O)CCc1ccccc1F)C(=O)N[C@@H](C)C(=O)O,IC50,'=',27000,nM
CHEMBL3805950,NC(=O)c1cncc(OCc2cccc(NC(=O)c3ccc(-n4ccnc4)cc3)c2)c1,IC50,'=',251,nM
CHEMBL3805130,NC(=O)c1cncc(OCc2cccc(NC(=O)c3cc4ccccc4o3)c2)c1,IC50,'=',64.7,nM
CHEMBL3804901,NC(=O)c1cncc(OCc2cccc(NC(=O)c3ccc(Oc4ccccc4)cc3)c2)c1,IC50,'=',196,nM
CHEMBL3350585,,,,,
CHEMBL3805586,NC(=O)c1cncc(OCc2cccc(NC(=O)c3ccc(-c4ccccc4)c(F)c3)c2)c1,IC50,'=',29.3,nM
CHEMBL3951539,Nc1cc(NC(=O)Nc2cccc(C(=O)Nc3cccc(C(=O)Nc4ccc(S(=O)(=O)[O-])c5cc(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c45)c3)c2)cc(C(=O)Nc2cccc(C(=O)Nc3ccc(S(=O)(=O)[O-])c4cc(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c34)c2)c1.[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],IC50,'=',2261,nM
CHEMBL1254866,COC(=O)[C@H](C)NC(=O)[C@H](CCCCNC(=O)Cc1ccccn1)NC(=O)[C@H](C)NC(C)=O,IC50,,,
CHEMBL1254458,CNC(=O)[C@H](C)NC(=O)[C@H](CCCCNC(=O)C=C(C)C)NC(=O)[C@H](C)NC(C)=O,IC50,'=',23000,nM
CHEMBL1254217,CNC(=O)[C@H](C)NC(=O)[C@H](CCCCNC(C)=O)NC(=O)[C@H](C)NC(C)=O,IC50,'=',60000,nM
CHEMBL540468,NC(=O)c1ccccc1Nc1cccc(-c2ccccc2)c1,IC50,'=',33000,nM
CHEMBL3105176,CCOC(=O)c1ccc2c(c1)nc(-c1ccc([N+](=O)[O-])cc1)n2CCO,IC50,,,
