DATABASE_ID,SMILES,DRUG_GROUPS
DB02797,OB(O)C1=CC=CC(=C1)[N+]([O-])=O,experimental
DB02798,[H][C@]1(COP(C)(O)=O)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O,experimental
DB02799,CCN(CC)C1=CC2=C(C=C1)C=C(C(=O)N\C=C/N1C(=O)CCC1=O)C(=O)O2,experimental
DB02800,NC1=NC2=C(N(CO)[C@@H](CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)C=N2)C(=O)N1,experimental
DB02801,[H][C@@]1(O)C[C@@](O)(C=C[C@@]1([H])O)C(O)=O,experimental
DB02802,[H]N([H])C(=O)C1=CC(=CC(O[C@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)=C1)[N+]([O-])=O,experimental
DB02803,OC[C@@H](O)CC1=CC=CC=C1,experimental
DB02804,[H][C@@]1(O)CN(CC2=CC=CC=C2)N(CC2=CC(OC)=C(O)C=C2)C(=O)N(CC2=CC(OC)=C(O)C=C2)[C@]1([H])CC1=CC=CC=C1,experimental
DB02805,[H]N1C(=O)C=CN([C@@H]2O[C@H](CO)[C@@H](OP(O)(O)=O)[C@@H]2O)C1=O,experimental
DB02806,COCCO,experimental
DB02807,[H][C@](O)(C[C@@]([H])(O)[C@]([H])(O)CO)C(O)=O,experimental
DB02808,CC(C)=CCC\C(C)=C\CC\C(=C\CO[P@@](=O)(O)OP(O)(O)=O)C(F)(F)F,experimental
DB02809,COC1=CC(CC2=C[NH+]=C(N)N=C2N)=CC(OCCC[C@@H](CCC([O-])=O)C([O-])=O)=C1Br,experimental
DB02810,NC(=O)CN(CC(O)=O)CC(O)=O,experimental
DB02811,[H]P(=O)(OCC)OCC,experimental
DB02812,[H]N([H])C(=NCCC[C@H](N([H])C(=O)[C@@H]1C[C@@H](O)CN1C(C)=O)C(=O)C1=NC2=CC=CC=C2S1)N([H])[H],experimental
DB02813,CC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)OC1=O,experimental
DB02814,CC1=C(CCO[P@](O)(=O)O[P@](O)([O-])=O)SC=[N+]1CC1=C(N)C=C(C)N=C1,experimental
DB02816,[H][C@@]1(SC=C(NC=C1C=O)C(O)=O)C1=CN(C)N=N1,experimental
DB02817,[H][C@@]1(O)C[C@@]2(C)C(=O)C[C@]1([H])C2(C)C,experimental
DB02818,N[C@@H](CN1C=C(I)C(=O)NC1=O)C(O)=O,experimental
DB02819,[H][C@]1(COP(O)(O)=O)O[C@]([H])(N2C=NC3=C2C=CC(C)=C3)[C@]([H])(O)[C@]1([H])O,experimental
DB02821,NOCC[C@H](N)C(O)=O,experimental
DB02822,OCC1=CC=C(Br)C=C1,experimental
DB02823,OC(=O)CP(O)(O)=O,experimental
DB02824,CC1=NC=C(COP(O)(O)=O)C(CNCC(O)=O)=C1O,experimental
DB02825,CP([O-])=O,experimental
DB02827,[H][C@@]1(COC2=NS(=O)(=O)C3=C2C=CC=C3)OCCC2=C1SC(NC(=O)C(O)=O)=C2C(O)=O,experimental
DB02828,OC(=O)CCC(=O)CF,experimental
DB02829,CC(=O)NC1=CC=C(C=C1NC(=O)C[NH3+])C(O)=O,experimental
DB02830,[H][C@](CO)(CCN1C=CC2=C1C=C(NC(=O)NCC1=CC=CC=C1)C=C2)N1C=NC(=C1)C(N)=O,experimental
DB02831,[H]OP([O-])(=O)O[H],experimental
DB02832,C[C@@]1(CC(O)=O)C2=CC3=C(CC(O)=O)C(CCC(O)=O)=C4C=C5N6C(=CC7=C(CCC(O)=O)[C@](C)(CC(O)=O)C8=CC(N2[Fe@]6(N34)N78)=C1CCC(O)=O)C(CC(O)=O)=C5CCC(O)=O,experimental
DB02833,CC1=C(SC(N)=N1)C1=NC(NC2=CC=CC(=C2)[N+]([O-])=O)=NC=C1,experimental
DB02834,OC(=O)COC1=CC(F)=CC=C1C(=O)NCC1=NC2=C(S1)C(F)=CC(F)=C2F,experimental
DB02835,O[C@H]1[C@H](O)[C@@H](COP(O)(O)=O)O[C@H](OP(O)(O)=O)[C@@H]1O,experimental
DB02836,[H]N([H])C1=NC(=O)C2=C(N1[H])N(C=N2)[C@@H]1O[C@H](COP(O)(=O)OP(O)(O)=O)[C@@]2([H])O[P@](O)(=O)O[C@@]12[H],experimental
DB02837,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1OS(O)(=O)=O,experimental
DB02838,[O-]C(=O)C1=[NH+]CCC1,experimental
DB02839,OC(=O)C1=C(O)C=C(O)C=C1,experimental
DB02840,CCC1=C(O)C=C(O)C(=C1)C1=NNC(C(O)=O)=C1C1=CC=C2OCOC2=C1,experimental
DB02841,CCOC1=C(C(=O)NCB(O)O)C2=C(C=CC=C2)C=C1,experimental
DB02842,CN(C)CCCNC(=O)C1=CC=CC2=C(N)C3=C(C=CC=C3)N=C12,experimental
DB02843,OC[C@H]1O[C@H](OP(O)(O)=O)[C@H](O)[C@@H](O)[C@@H]1O,experimental
DB02844,[H][C@]1(CSC(CCCCCN)=CCN)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O,experimental
DB02845,CP(O)=O,experimental
DB02846,[H][C@]1(CSCN1)C(O)=O,experimental
DB02847,[H][C@](C)(O)[C@@](C)(O)CN,experimental
DB02848,CCOC1=C(OCC)C=C2C(NC3=CC=CC(=C3)C3=CSC(CO)=N3)=NC=NC2=C1,experimental
DB02849,CC1=NC=C(COP(O)(O)=O)C(CNC2(CC2)C(O)=O)=C1O,experimental
DB02850,COC1=CC=C(C=C1)C1=C(C)C(=CC=C1S(C)(=O)=O)C(=O)C1=C(O)N(N=C1)C(C)(C)C,experimental
DB02851,[H][C@@]12CC[C@@](C)(C(=S)C1)C2(C)C,experimental
DB02852,[H]\C(\C(\[H])=C(\C)[C@@]1([H])CN[C@]([H])(C(O)=O)[C@@]1([H])CC(O)=O)=C(\[H])[C@@]([H])(C)C(O)=O,experimental
DB02853,OC(=O)[C@H]1CCCN1,experimental
DB02854,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@]2([H])C[C@]([H])(O)CC[C@]12C,experimental
DB02855,[H][C@](O)(CC(=O)N[C@]([H])(C(=O)N1CCC[C@@]1([H])C(O)=O)[C@@]([H])(C)CC)C(=O)NCCC,experimental
DB02856,CCOC(=O)NC,experimental
DB02857,NC1=NC2=C(N=CN2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(=O)N1,experimental; investigational
DB02858,OB(O)C1=CC(NS(=O)(=O)C2=CC(=CS2)S(=O)(=O)C2=CC=CC=C2)=CC=C1,experimental
DB02859,[H]\C1=C([H])/[C@@]([H])(OC)[C@]([H])(CCCC[C@]([H])(OC(=O)[C@@]([H])(C)[C@@]2(O)O[C@]([H])([C@@]([H])(C)[C@]([H])(O)[C@@]2([H])OC)[C@@]1([H])C)C1=CC=CC=C1)OC,experimental
DB02860,[H][C@@]1(O[C@]2(C[C@@H](O)[C@H](C)[C@H](C\C=C\C3=COC(=N3)[C@@H](C)CCNC(=O)[C@@H](O)[C@@H](O)[C@H](COC)N(C)C)O2)C(C)(C)[C@H]1OP(O)(O)=O)[C@H](C[C@H](O)[C@H](C)[C@H](O)[C@H](C)\C=C(/C)\C(\C)=C\C=C\C(\C)=C/C#N)OC,experimental
DB02861,NS(=O)(=O)C1=CC=C(C=C1)C(=O)NCC1=CC(F)=C(F)C(F)=C1,experimental
DB02862,[H][C@]1(CO)N2C=C(N=C2[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O)C1=CC=CC=C1,experimental
DB02864,[H]\C(=C1\N\C(=C(\[H])C2=NC(=O)C(CCC(O)=O)=C2C)C(C=C)=C1C)C1=C(C=C)C(C)=C(N1)C(\[H])=C1/N=C(O)C(CCC(O)=O)=C1C,experimental
DB02865,N[C@H]1[C@H](O)O[C@H](CO)[C@@H](OP(O)(O)=O)[C@@H]1O,experimental
DB02866,CN(C)C1=C2C=CC=C(C2=CC=C1)S(N)(=O)=O,experimental
DB02867,OC[C@H]1OC(OP(O)(O)=O)[C@@H](O)[C@@H](O)[C@@H]1O,experimental
DB02868,[H][C@@]12N(C)C3=CC(OC)=C(C=C3[C@@]11CCN3CC=C[C@@](CC)(C[C@@]22OC(=O)N(CCCl)C2=O)[C@@]13[H])[C@]1(C[C@H]2CN(C[C@](O)(CC)C2)CCC2=C1NC1=CC=CC=C21)C(=O)OC,experimental
DB02869,[H][C@](N)(CCC1=CC=CC=C1)C=CS(=O)(=O)C1=CC=CC=C1,experimental
DB02870,C=CCNC1=CC=CC=C1,experimental
DB02871,[H][C@]1(CCCC)CC[S@](=O)C1,experimental
DB02872,[H][C@]1(N=C(N(C(=O)N2CCN(CCO)CC2)[C@]1([H])C1=CC=C(Br)C=C1)C1=C(OCC)C=C(OC)C=C1)C1=CC=C(Br)C=C1,experimental
DB02873,FC1=CC=C(C(F)=C1)C1=C2CNC(=O)N(C2=CC(=C1)N1CCNCC1)C1=C(Cl)C=CC=C1Cl,experimental
DB02875,NC(=[NH2+])C1=CC=C2NC(=NC2=C1)C1=CC(F)=CC=C1[O-],experimental
DB02876,[H]C(=C([H])C(\CS(=O)=O)=C(\NC1=C(C=O)C=C2C=CC=CN12)C(O)=O)C(O)=N,experimental
DB02877,C\C(=C/C1=CC=C(C=C1)C(O)=O)C1=CC=C2C(=C1)C(C)(C)CCC2(C)C,experimental
DB02878,[H][C@](CN)(CCC(O)=O)[C@]([H])(CCN)CC(O)=O,experimental
DB02879,[H][C@]1(O)O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(OS(O)(=O)=O)[C@@]1([H])OS(O)(=O)=O,experimental
DB02880,[H]N([C@H](C)C1=CC=C(Br)C=C1)C(=O)C1=C(O)C=CC(F)=C1,experimental
DB02881,CC(C)C1=CC(SC2=CC=C(O)C(=C2)C(C)C)=CC=C1O,experimental
DB02882,NCC1=C(N=CC=C(C2=CC=CC=C2)C2=CC=CC=C2)C2=CC=CC=C2N=N1,experimental
DB02883,NC1=NC(=O)N(C=C1)[C@H]1CC[C@@H](COP(O)(O)=O)O1,experimental
DB02884,N[C@@H](CC1CCCCC1)C(O)=O,experimental
DB02885,FC(F)(F)C1=NC(=N)C(=C)C=N1,experimental
DB02887,CC1=CN([C@@H]2O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C=C2)C(=O)NC1=O,experimental
DB02888,COC1=CC(=CC(OC)=C1OC)C(F)(F)C(=O)N1CCCC[C@H]1C(=O)O[C@@H](CCCC1=CC=CC=C1)CCCC1=CN=CC=C1,experimental
DB02889,[H][C@]1(C)O[C@]([H])(O[C@]2([H])[C@@]([H])(CO)O[C@]([H])(O)[C@]([H])(O)[C@@]2([H])O)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])N[C@@]1([H])C=C(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]1([H])O,experimental
DB02890,O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(O)(O)=O)N1C(=O)NC(=O)C=C1O,experimental
DB02891,CC1=C2N3C=NN=C3SC2=CC=C1,experimental; investigational
DB02892,N[C@@H](CCCC(=C)C(O)=O)C(O)=O,experimental
DB02893,CSCC[C@@H](N)C(O)=O,approved; experimental; investigational
DB02894,[H][C@@]12CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@]3([H])[C@]1([H])OS(=O)(=O)O2,experimental
DB02895,S\C=C\C[S@](=O)CC=C,experimental
DB02896,CSC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,experimental
DB02897,CC(=O)OP(O)(O)=O,experimental
DB02898,NC1=NC2=C(N=CN2)C(OC[C@H]2CCC(=O)N2)=N1,experimental
DB02899,[H][C@@](CCSC)(NC(O)=O)C(O)=O,experimental
DB02900,O[C@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@@H]1O,experimental
DB02901,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)CC[C@]12C,illicit; investigational
DB02902,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OS(O)(=O)=O)[C@@H](OP(O)(O)=O)[C@H]1O,experimental
DB02903,NC(CO\C(O)=N\CCNC1=C(NCCCN2CCN(CCC\N=C(/O)C3=CC(=CC(OC4OC(CO)C(O)C(O)C4O)=C3)[N+]([O-])=O)CC2)C(=O)C1=O)CO\C(O)=N\CCNC1=C(NCCCN2CCN(CCC\N=C(/O)C3=CC(=CC(O[C@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)=C3)[N+]([O-])=O)CC2)C(=O)C1=O,experimental
DB02904,[H][C@](CN)(CO)C(O)=O,experimental
DB02905,O[C@@H]1[C@@H](COP(O)(O)=O)O[C@@H]([C@@H]1O)N1C=NC2=C1C=NC(=O)N2,experimental
DB02906,[H][C@@]1(C)C(=O)C[C@@]([H])(CC(O)O)C1(C)C,experimental
DB02907,N\C=C\OP(O)(O)=O,experimental
DB02908,OP(O)(=O)C(C1=CC=CC=C1)P(O)(O)=O,experimental
DB02909,OC(=O)C1=CC=C(O1)C1=CC=CC=C1Cl,experimental
DB02910,CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N,experimental
DB02911,[H][C@]1(CNC2=C(N1)C(N)=NC(N)=N2)C1=CC=CC=C1,experimental
DB02912,CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N,experimental
DB02914,C\C(C=C)=C/C=C/C(/C)=C/C=C1/C(C)=CCCC1(C)C,experimental
DB02915,CC1=NC(C)=C(S1)C1=CC=NC(NC2=CC=C(C=C2)C(F)(F)F)=N1,experimental
DB02916,[H][C@]1(COS(N)(=O)=O)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O,experimental
DB02917,CN(C1=CC=C(C=C1)C(=O)NO)S(=O)(=O)C1=CC=C(S1)C1=NC=CC=C1,experimental
DB02918,COC1=CC(=CC=C1OC(F)F)C1=NNC(=O)C=C1,experimental
DB02919,COC1=CC(CN(C)C2=CN=C3N=C(N)N=C(N)C3=C2)=CC(OC)=C1OC,experimental
DB02920,CC1=C(CCC(O)=O)C2=CC3=C(CCC(O)=O)C(C)=C4N3[Zn]35N2C1=CC1=C(C=C)C(C)=C(C=C2N3C(C(C)=C2C=C)=C4O)N51,experimental
DB02921,CC1=CN(C(=O)NC1=O)[C@]12C[C@H]1[C@H](CO)[C@@H](O)C2,experimental
DB02922,OC(O)(C(F)(F)F)C(F)(F)F,experimental
DB02923,OC1=C(O)C(=CC=C1)C1=CC=CC=C1,experimental
DB02924,CC(=C)[C@@H]1CC[C@@]2(C)O[C@H]2C1,experimental
DB02925,NS(=O)(=O)C1=CC(=CC(N2CCCC2)=C1OC1=CC=CC=C1)C(O)=O,approved
DB02927,C[C@H](N)[C@@H](CCCCCC(O)=O)NC(=O)OP(O)(O)=O,experimental
DB02928,N[C@@H](CC1=CC(N)=C(O)C=C1O)C(O)=O,experimental
DB02929,COC1=CC=C2SCCN(CC2=C1)C(=O)CCN1CCC(CC2=CC=CC=C2)CC1,experimental; investigational
DB02930,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=S)[C@@H](O)[C@H]1O,experimental
DB02931,[H]N([H])C1=C2N=CN([C@@H]3O[C@H](COP(O)(=O)OP(O)(=O)OCC(C)(C)[C@@H](O)C(=O)N([H])CCC(=O)N([H])CCSCC(=O)N([H])CCC4=CN([H])C5=CC=CC=C45)[C@@H](OP(O)(O)=O)[C@H]3O)C2=NC=N1,experimental
DB02932,C[C@](O)(CS(=O)(=O)C1=CC=C(F)C=C1)C(=O)NC1=CC(=C(C=C1)C#N)C(F)(F)F,experimental
DB02933,[H][C@]1(CSC)O[C@@]([H])(N2C=CC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O,experimental
DB02934,[H][C@@](C)(O)[C@@]1([H])O[C@@]([H])(N2C=NC3=C(C)N=CN=C23)[C@]([H])(O)[C@]1([H])O,experimental
DB02935,COCCOCCOC,experimental
DB02936,CC1=C(CC(N)=O)C2=C(C=CC(OCCCC(O)=O)=C2)N1CC1=CC=CC=C1,experimental
DB02937,[H][C@]1(COP(O)(=O)OP(O)(=O)C[As](O)(O)=O)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O,experimental
DB02938,CCCCCCC(O)=O,experimental; investigational
DB02940,[H][C@@]1(CSC(=N1)C(\N)=C\C)C(O)=O,experimental
DB02941,[H][C@@](C)(N)[C@@]([H])(CCCCCC(O)=O)CC(O)=O,experimental
DB02942,O[C@H]1[C@H](O)[C@@H](OP(O)(O)=O)[C@@H](O)[C@@H](OP(O)(O)=O)[C@@H]1O,experimental
DB02943,[H]N([H])CCCC(=O)N([H])[C@@H](CSCC1=CC=C(OC)C=C1)C(=O)N([H])CC(O)=O,experimental
DB02945,[H][C@@]1(O)O[C@@]([H])(C(O)=O)[C@@]([H])(O)[C@]([H])(O)[C@@]1([H])O,experimental
DB02946,CC[C@]1([C@@H](C)C1(Cl)Cl)C(=O)N[C@H](C)C1=CC=C(Cl)C=C1,experimental
DB02947,[H][C@]1(O)C[C@@]([H])(O[C@]1([H])CO)N1C=NC2=C(N)N=C(F)N=C12,experimental
DB02948,ON(CCCP(O)(O)=O)C=O,experimental; investigational
DB02949,CC1=C2C=C3[C@@H](C(O)=C)C(C)=C4C=C5N6C(=CC7=C(CCC(O)=O)C(C)=C8C=C([C@@H]1C=C)N2[Fe@@]6(N34)N78)C(CCC(O)=O)=C5C,experimental
DB02950,[H][C@@]12C=C(Br)N=C1C(=O)NCC[C@]2([H])C1=NC(N)=NC1=O,experimental
DB02951,OCC(=O)C(O)=O,experimental
DB02952,CC(C)(N)C(O)=O,experimental
DB02953,[H][C@](CS)(CC1=CC=CC=C1)C(O)=O,experimental
DB02954,ON(CC(O)=O)C(O)=O,experimental
DB02955,CCCCCC[C@@H](O)C\C=C/CCCCCCCC(O)=O,experimental
DB02956,[S-]SSS[S-],experimental
DB02957,O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(O)(O)=O)N1C(=O)NC(=O)C=C1C(O)=O,experimental
DB02958,[H][C@](N)(CC[Se](C)=O)C(O)=O,experimental
DB02959,N[C@@H](CC1=CNC2=C1C=C(O)C=C2)C(O)=O,approved; investigational; nutraceutical
DB02960,[NH3+]CC1=CC=C(CNCCC(O)=O)C=C1,experimental
DB02961,[H][C@@](C)(O)[C@]([H])(O)[C@@]([H])(O)[C@@]([H])(O)C=O,experimental
DB02962,N1C=NC2=CC=CC=C12,experimental; investigational
DB02963,CS(=O)(=O)C1=CC=C(NC2=CC(Cl)=NC3=CC=NN23)C=C1,experimental
DB02964,OC[C@H]1O[C@@]2(NC(=S)NC2=O)[C@H](O)[C@@H](O)[C@@H]1O,experimental
DB02965,[H][C@](N)(CCCN[P@@](N)(=O)NS(O)(=O)=O)C(O)=O,experimental
DB02966,N[C@@H](CN1C=C(F)C(=O)NC1=O)C(O)=O,experimental
DB02967,CCN1C(=O)C=CC1=O,experimental
DB02968,[H][C@](N)(COC(=O)[C@@]([H])(N=C([O-])CC1=CC=CC=C1)[C@]1([H])N[C@@]([H])(C(O)=O)C(C)(C)S1)C([O-])=O,experimental
DB02969,CC1=C(CCO)SC=N1,experimental
DB02970,CCCC1=CC=CC=C1N,experimental
DB02971,[H][C@](N)(CCOCCN)C(O)=O,experimental
DB02972,CC[C@H](N)CC1=CC=CC=C1,experimental
DB02973,NS(=O)(=O)C1=CC=C(C=C1)\N=N\C1=C2C=C(Br)C=CC2=NC1=O,experimental
DB02974,ClC1=CC=C(C=C1)C1=CN=CN1,experimental
DB02975,[H][C@]1(NC(=O)CNC(=O)C2=C(COC)SC(=N2)[C@@H](NC(=O)C2=C(C)SC(=N2)[C@H](CC(=O)NC)NC(=O)C2=CSC(=N2)C2=CC=C(N=C2C2=CSC(=N2)C2=CSC1=N2)C1=NC(=CS1)C1=N[C@@H](CO1)C(=O)N1CCC[C@H]1C(N)=O)C(C)C)[C@@H](O)C1=CC=CC=C1,experimental
DB02976,[H]N1C(=O)C=CN([C@@H]2O[C@H](COP(O)(=O)OP(O)(=O)O[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@@]3([H])F)[C@@H](O)[C@H]2O)C1=O,experimental
DB02977,[H][C@@](O)(N[C@@]([H])(CC1=CC=CC=C1)[C@]([H])(O)N[C@@]([H])(CC1=CC(C(O)=O)=C(OCC(O)=O)C=C1)[C@@]([H])(O)NCCCCC)OC(C)(C)C,experimental
DB02978,CC(C)[C@H](O)[C@H](N)C(O)=O,experimental
DB02979,CS\C(N)=N\CCCCCCCCCCCCCC\N=C(/N)SC,experimental
DB02980,[H]N1C(=O)N(C=C(C)C1=O)[C@H]1C[C@H](O)[C@@H](COP(O)(S)=S)O1,experimental
DB02981,[H][C@@](CCCC)(NCC1=C(COP(O)(O)=O)C=NC(C)=C1O)C(O)=O,experimental
DB02982,[H]\C(CCC)=C(/[H])\C(\[H])=C(/[H])CCCCCCCCCO,experimental
DB02983,OS(=O)(=O)C1=CC=C([Hg])C=C1,experimental
DB02984,COC1=CC2=NC=NC(NC3=CC(SC)=CC=C3)=C2C=C1OC,experimental
DB02985,NC1=NC(=O)C2=C(N1)N=C(I)N2,experimental
DB02986,NS(=O)(=O)C1=CC=C(S1)S(=O)(=O)NCC1=CC=CS1,experimental
DB02987,N[C@@H](CSCC(N)=O)C(O)=O,experimental
DB02988,[H]N=C(CC1=CNC2=CC=CC=C12)C(O)=O,experimental
DB02989,CC(C)COC1=CC=CC(C2=NC3=C(N2)C=C(Cl)C(=C3)C(N)=N)=C1O,experimental
DB02990,CCCCCCCCCCCCCCCC(=O)SCCNC(C)=O,experimental
DB02991,CCS\C(N)=N\C1=CC=C(C=C1)C(F)(F)F,experimental
DB02992,[H][C@@](O)(CNCP(O)(O)=O)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)COP(O)(O)=O,experimental
DB02993,CC1=NC2=C(O1)N=C(N)NC2=O,experimental
DB02994,C[As](C)(O)=O,experimental
DB02995,[NH3+]C1CCCCC1,experimental
DB02996,[H][C@](CS)(CC(C)C)C(O)=O,experimental
DB02998,[H][C@@]12CC[C@](C)(O)[C@@]1(C)C=CC1=C3CCC(=O)C=C3CC[C@@]21[H],experimental
DB02999,N[C@@H](CN1OC(=O)NC1=O)C(O)=O,experimental
DB03000,[H][C@@](C)(O)CN1C=NC2=C(N)N=CN=C12,experimental
DB03001,CC(=O)O[C@H]1CC(C)(C)C(=C=C\C(C)=C\C=C\C=C\C=C(/C)\C=C2/OC(=O)C(\C=C\[C@@]34O[C@]3(C)C[C@@H](O)CC4(C)C)=C2)[C@](C)(O)C1,experimental
DB03002,OC1=CC=C(I)C=C1,experimental
DB03003,[H]N([H])[C@@H](CCC(=O)N([H])[C@@H](CS(O)(=O)=O)C(=O)N([H])CC(O)=O)C(O)=O,experimental
DB03004,[H]N([H])[C@@H](CCCC(=O)N([H])[C@@H]1C(=O)N([C@H](C[S@](C)=O)C(O)=O)[C@]1([H])S)C(O)=O,experimental
DB03005,NC1=CC2=C(C=C1)C1=CC=C(N)C=C1C(C1=CC=CC=C1)=[N+]2CCCCCCC1=CN=NN1CCNC1=C2CCCCC2=NC2=C1C=CC=C2,experimental
DB03006,NC1=CC=C(C=C1)[As](O)(O)=O,experimental; vet_approved
DB03007,[H][C@@]1(CCCCCCCC(O)=O)C=CC(=O)[C@]1([H])CC=CCC,experimental
DB03008,[H][C@]1(O)[C@@]([H])(O)[C@]([H])(O)[C@](F)(CO)OC1([H])F,experimental
DB03009,[H]N1C(SCC(=O)N2CCCCC2)=NC(=O)C=C1C(F)(F)F,experimental
DB03010,[H]\C(=C(\C)[C@]1([H])C[C@]2([H])O[C@]2(C)CCC[C@]([H])(C)[C@]([H])(O)[C@@]([H])(C)C(=O)C(C)(C)[C@@]([H])(O)CC(=O)O1)C1=CSC(C)=N1,experimental; investigational
DB03011,[H][C@]1(COP(O)(S)=S)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)C([H])(O)[C@]1([H])O,experimental
DB03012,[H][C@@](CC1=CC=CC=C1)(NS(N)(=O)=O)C(O)=O,experimental
DB03013,CC(=O)N[C@H]1[C@H](O)O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2NC(C)=O)[C@@H]1O,experimental
DB03015,[H]N1C=[N+]([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C2=C1[C@H](O)N=CN2[H],experimental
DB03016,NC(=N)C1=CC2=C(C=C1)N=C(N2)C1=C(O)C=CC=N1,experimental
DB03017,CCCCCCCCCCCC(O)=O,approved; experimental
DB03018,CC1=CC=C(N)C=C1C,experimental
DB03019,NC1=NC=CC(=N1)C1=C(Cl)SC(Cl)=C1,experimental
DB03020,NC(=O)C1=C[NH+]=CC(=C1)[C@@H]1O[C@H](COP([O-])(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C2N=CN=C3N)[C@@H](O)[C@H]1O,experimental
DB03021,[H]C(=C([H])C([H])(C)C([H])(OC(C)=O)[C@]([H])(C)C(=O)CC[C@]([H])(C)[C@]([H])(C[C@]1([H])OC(=O)C[C@@]([H])(O)CCCC(=O)C[C@]([H])(C)C2=COC(=N2)C2=COC(=N2)C2=COC(=N2)\C([H])=C([H])\C[C@]([H])(OC)[C@@]1([H])C)OC)N(C)CO,experimental
DB03022,[H]N1C2=C(N(CCCOP(O)(O)=O)C(=O)N2C[C@@H](O)[C@H](O)[C@H](O)CO)C(=O)N([H])C1=O,experimental
DB03023,CC(C)(C)N1[NH+]=C(C2=C1N=CN=C2N)C1=CC=C(Cl)C=C1,experimental
DB03024,[H][C@](C)(CC1=CSC(N)=N1)C=O,experimental
DB03025,CCCCC[C@H](O)C=C,experimental
DB03026,ONC(=O)COP(O)(O)=O,experimental
DB03028,OC(=O)C1=NC2=CC=CC=C2N1,experimental
DB03030,CC1=CC=C(CN2C=NC(=C2)C2=CC=CS2)C=C1,experimental
DB03031,CN(C)C1=CC=CC2=C1C=CC=C2S(=O)(=O)NCCCCCCCCNC(=O)C12CC3CC(CC(C3)C1)C2,experimental
DB03032,CCCCCCCCSC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O,experimental
DB03033,COC1=CC=C(C=C1)S([O-])=O,experimental
DB03034,C[C@@H]1COC2=C(N3CCN(C)CC3)C(F)=CC3=C2N1C=C(C(O)=O)C3=O,experimental
DB03035,OC1=CC=CC2=C1C(=O)C1=C(O)C=CC(=C1C2=O)[N+]([O-])=O,experimental
DB03037,OC(=O)CC1=C(O)C2=C(C=C1)C(=O)C1=C(C(O)=CC=C1)C2=O,experimental
DB03038,[H]N([H])C1=NC(=O)C2=C(N([H])C=C2CCC2=CC=C(C=C2)C(=O)N([H])[C@@H](CCC2=NN([H])N=N2)C(O)=O)N1[H],experimental
DB03039,NS(=O)(=O)C1=CC=C(C=C1)C(=O)NCC1=CC(F)=CC=C1F,experimental
DB03040,OC(=O)CN(CC(O)=O)CC(O)=O,experimental
