DATABASE_ID,SMILES,DRUG_GROUPS
DB08411,CC(NC(=O)CCC[P@@](=O)(O)Oc1ccc([N+](=O)[O-])cc1)C(=O)O,experimental
DB08412,O=C(O)CCCCCNC(=O)CCC[P@@](=O)(O)Oc1ccc([N+](=O)[O-])cc1,experimental
DB08414,C[C@H](Sc1nc(N)cc(Cl)n1)c1cc2ccoc2cn1,experimental
DB08416,COc1cc2c(cc1OS(N)(=O)=O)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](OS(N)(=O)=O)CC[C@@H]12,experimental
DB08418,C[C@]12CC[C@@H]3c4ccc(OS(N)(=O)=O)cc4CC[C@H]3[C@@H]1CC(=O)N(Cc1cccnc1)C2=O,experimental
DB08420,N#Cc1cccc(C[C@H](NC(=O)C2CCCN2C(=O)C(N)Cc2ccccc2)B(O)O)c1,experimental
DB08422,NC(Cc1ccccc1)C(=O)N1CCCC1C(=O)NCCNc1ccncc1,experimental
DB08423,Nc1c(C(=O)c2cccc(OC3CCNCC3)c2)cnn1-c1ccc(F)cc1,experimental
DB08424,Nc1c(C(=O)c2cccc(OC[C@@H](O)CO)c2)cnn1-c1ccc(F)cc1,experimental
DB08426,O=C1C(NS(=O)(=O)c2cc3ncccc3s2)CCN1Cc1cc2ccncc2[nH]1,experimental
DB08429,CS(=O)(=O)c1cccc(C(=O)NC[C@@H]2CCCN2C(=O)C[C@H](N)Cc2cccc(Cl)c2)c1,experimental
DB08434,CNC(=O)C1C(C(=O)O)[C@H]1c1ccc(OP(=O)(O)O)cc1,experimental
DB08435,CCCCC=CC=CC1=C(C=CCCCCC(=O)O)CCC1=O,experimental
DB08436,CCCCn1c(Cc2ccc3c(c2)OCO3)nc2c(N)ncnc21,experimental
DB08438,CCCCCCCCCCCCCCCC(=O)OCC(=O)C(O)C(O)C(O)C(=O)O,experimental
DB08439,CCC(=O)NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2C)cc1,approved
DB08441,O=S1(=O)NCCCNc2nc(ncc2Br)Nc2cccc1c2,experimental
DB08442,Cc1ccccc1[C@H]1CCCN1C(=O)c1ccc(O)cc1O,experimental
DB08444,Cc1cc(C#N)cc(Oc2ccc(Cc3[nH]nc4nnccc34)cc2Br)c1,experimental
DB08445,COc1ccc(-c2cc(N3C[C@H](c4cc(F)c(F)cc4F)[C@@H](N)C3)ncn2)cn1,experimental
DB08446,N#Cc1cc(Cl)cc(Oc2c(Br)ccc(Cc3[nH]nc4nnccc34)c2F)c1,experimental
DB08448,Nc1nc(N)c2nc(CN3c4ccc(O)cc4C=CC4=CCC=C[C@@H]43)cnc2n1,experimental
DB08449,O=C(O)Cn1cc(Cc2nc3c(F)c(F)cc(F)c3s2)c2cccnc21,experimental
DB08450,Cc1cccc(-c2nc(Nc3ccc4[nH]ncc4c3)c3ccccc3n2)n1,experimental
DB08453,CCCCCCCCCc1cc(O)c2ccccc2[n+]1[O-],experimental
DB08454,Cc1cc(Nc2nc(-c3ccccc3)nc3ccccc23)[nH]n1,experimental
DB08455,C/C(C=Cc1c(C)cc(O)c(C)c1C)=C\C=C\C(C)=C\C(=O)O,experimental
DB08456,CC1(C)C(CSS(C)(=O)=O)=C(c2ccccc2)C(C)(C)N1O,experimental
DB08458,CN(C/C=C/COc1ccc(C(=O)c2ccc(Br)cc2)cc1)C1CC1,experimental
DB08459,N#Cc1cc(Cl)cc(Oc2cc(OCc3[nH]nc4ncccc34)ccc2Cl)c1,experimental
DB08460,N#Cc1cc(Cl)cc(Oc2cc(OCc3[nH]nc4nc(N)ccc34)ccc2Cl)c1,experimental
DB08461,CC(C)(C)n1nc(Cc2cccc(O)c2)c2c(N)ncnc21,experimental
DB08462,C=CC(=O)Nc1ccc2ncnc(Nc3ccccc3)c2c1,experimental
DB08463,CC[C@H](CO)Nc1nc(NCc2ccc(-c3ccccn3)cc2)c2ncn(C(C)C)c2n1,experimental
DB08464,COC(=O)c1c(O)cc(O)c(Cl)c1CCC(=O)Nc1cc(O)c(OC)cc1O,experimental
DB08465,COc1cc(N)c(OC)c(CCOC(=O)c2cc(Cl)c(O)cc2O)c1OC,experimental
DB08467,C=C1C2=C(C[C@@]1(C)C=CC=C(C)CC(=O)O)C(C)(C)CCC2,experimental
DB08469,CC(C)(C)OC(=O)N1CCC(c2nc(-c3cccs3)no2)CC1,experimental
DB08471,O=C(Cc1cccs1)N1CCC(c2nc(-c3cccs3)no2)CC1,experimental
DB08472,CNCC[C@@H](Oc1ccc(C(F)(F)F)cc1)c1ccccc1,experimental
DB08473,OC[C@H]1O[C@@H](n2cnc3cc(Cl)c(Cl)cc32)[C@H](O)[C@@H]1O,experimental
DB08481,Cc1ccc(S(=O)(=O)N=C2NC(=O)/C(=C/c3ccc(C)o3)S2)cc1,experimental
DB08482,CCOC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(CC(O)=NO)CC(C)C,experimental
DB08485,O=C(O)[C@]1(O)C=C(c2cccc(Sc3ccccc3)c2)[C@@H](O)[C@H](O)C1,experimental
DB08486,Cc1cc(C)cc(NC(=O)Cc2ccc(OC(C)(C)C(=O)O)cc2)c1,investigational
DB08487,N=C(N)c1cccc(CN2CCN(S(=O)(=O)c3cc4ccc(Cl)cc4s3)CC2=O)c1,experimental
DB08488,O=C1CN(S(=O)(=O)/C=C/c2ccc(Cl)s2)CCN1Cc1cc2cnccc2[nH]1,experimental
DB08489,CC(C)CC(CC(O)=NO)C(=O)NC1Cc2cn(c3ccccc23)CCCCCCNC1=O,experimental
DB08490,O=S(=O)(CC1(C(O)=NO)CCOCC1)c1ccc(Oc2ccc(Cl)cc2)cc1,experimental; investigational
DB08491,O=S(=O)(c1ccc(Oc2ccccc2)cc1)C1(CC(O)=NO)CCOCC1,experimental
DB08493,CC(C)CC(CC(=O)O)C(=O)NC1Cc2cn(c3ccccc23)CCCCCCNC1=O,experimental
DB08494,Cc1ccc2c(c1)CCCN2C(=O)SCC(=O)Nc1ccc(S(N)(=O)=O)cc1Cl,experimental
DB08495,N=C(N)c1ccc(CN2CCN(S(=O)(=O)c3cc4ccc(Cl)cc4s3)CC2=O)cc1,experimental
DB08496,CC(=O)C[C@H](c1ccccc1)c1c(O)c2ccccc2oc1=O,experimental
DB08497,CC(=O)OC(C(=O)Nc1cccc2c1C(=O)C(=O)NC2=O)c1ccccc1,experimental
DB08498,CC(=O)OC(C(=O)Nc1cccc2c1C(=O)C(=O)NC2=O)c1cccc(Cl)c1,experimental
DB08499,O=C(CCC(=O)Nc1ccc2c(c1)C(=O)C(=O)NC2=O)Nc1cccc(OCCF)c1,experimental
DB08500,OC[C@H]1O[C@@]2(C[C@@H](c3ccc4ccccc4c3)NO2)[C@H](O)[C@@H](O)[C@@H]1O,experimental
DB08502,CC(C)c1nc(COC(N)=O)n(Cc2ccncc2)c1Sc1cc(Cl)cc(Cl)c1,investigational
DB08504,CN(C)C(=O)C(c1ccc(-c2ccc3ncnn3c2)cc1)C(N)C(=O)N1CC[C@H](F)C1,experimental
DB08505,COC(=O)C(Cc1ccc(Br)cc1)NC(=O)CCCCCCC(O)=NO,experimental
DB08506,C[C@H](N)[P@](=O)(O)CC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O,experimental
DB08507,CC(C)CC(C(O)=NO)N(Cc1ccccc1)[P@](C)(=O)c1ccccc1,experimental
DB08509,COc1ccc(OCCCCCCn2ccnc2)c(Cl)c1,experimental
DB08510,CC(=O)C1CC[C@H]2[C@@H]3CC[C@H]4C[C@@H](OC(=O)CCC(=O)O)CC[C@]4(C)[C@H]3CC[C@]12C,experimental
DB08512,Nc1nc(=O)c2cc3[nH]c(NCc4cccc5ccccc45)nc3cc2[nH]1,experimental
DB08513,Cc1cccc(Nc2nc(Nc3ccc(CC(=O)O)cc3)ncc2C(N)=O)c1,experimental
DB08514,Nc1nc(=O)c2cc3[nH]c(NCc4cccs4)nc3cc2[nH]1,experimental
DB08515,C[C@]12OCCC1C(=O)N[C@]2(C=O)[C@@H](O)[C@@H]1C=CCCC1,experimental
DB08516,CC(/N=C/c1ccc(OCc2cccc(F)c2)cc1)C(N)=O,experimental
DB08517,COc1cc(O)c2c(c1)O[C@H](c1ccc(O)cc1)CC2=O,experimental
DB08519,COc1cc(Nc2nccc(Nc3ccc4c(C)[nH]nc4c3)n2)cc(OC)c1OC,experimental
DB08520,CC1(C)COC(=O)CCCCCCCCCCCOC(=O)C2CCCCN2C(=O)C1=O,experimental
DB08521,C[S@@+]([O-])c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,experimental
DB08522,Fc1ccc(-c2ncn(CC3CC3)c2-c2ccncc2)cc1,experimental
DB08524,O=CN(O)CCOc1cccc(C(=O)c2ccccc2)c1,experimental
DB08526,COC[C@@H](O)[C@H](CC(C)C)NC(=O)C(CC(C)C)NC(=O)OCc1ccccc1,experimental
DB08527,NC(=O)c1[nH]n(-c2ccc(S(N)(=O)=O)cc2)c2c1ccc1nncc12,experimental
DB08528,Cc1cc(C)cc(S(=O)(=O)c2cccc(N)c2C#N)c1,experimental
DB08529,CCCCC/C=C/CC(C/C=C/CCCCC)(P(=O)(O)O)P(=O)(O)O,experimental
DB08530,Cn1c(=O)c2c(nc(N3CCNCC3)n2Cc2ccccc2)n(C)c1=O,experimental
DB08531,Clc1cccc(-c2cc(NCc3ccncc3)n3nccc3n2)c1Cl,experimental
DB08532,Fc1ccccc1-c1cn2ccnc2c(NCc2cccnc2)n1,experimental
DB08534,Fc1ccccc1-c1cc(NCc2ccncc2)n2nccc2n1,experimental
DB08535,Brc1cnn2c(NCc3cccnc3)cc(-c3ccccc3)nc12,experimental
DB08536,Brc1cnn2c(NCc3cncnc3)cc(-c3ccccc3)cc12,experimental
DB08537,Brc1cnc2c(NCc3cncnc3)cc(-c3ccccc3)cn12,experimental
DB08538,CCc1cnn2c(NCc3cnc(N)nc3)cc(-c3c(F)cccc3F)nc12,experimental
DB08539,c1ccc(-c2cc(NCc3cccnc3)n3ncc(C4CC4)c3n2)cc1,experimental
DB08540,CCOC(=O)c1csc(N2CCN(C3=Nc4ccccc4SC3)CC2)n1,experimental
DB08541,CC1=c2c(O)c3c(O)cccc3cc2=C[C@@H](CC(=O)O)O1,experimental
DB08542,Cc1ccc(O)c(O)c1CCC1C(=O)CC[C@]2(C)C(=O)CCC12,experimental
DB08543,O[C@H](COc1ccc(C2CCCCC2)cc1)CN1CCN(c2ccccn2)CC1,experimental
DB08544,CNCC[C@H](Oc1ccc(C(F)(F)F)cc1)c1ccccc1,experimental
DB08545,CC(=O)Nc1ccc(CP(=O)(O)O[C@@H](C)c2ccccc2)cc1,experimental
DB08546,N=C(N)c1ccc([C@H]2c3c(c(O)n(Cc4ccc5c(c4)OCO5)c3O)[C@@H]3C[C@@H](O)CN23)cc1,experimental
DB08547,CC(=O)C1CC[C@H]2[C@@H]3CC=C4CC(=O)CC[C@]4(C)[C@H]3[C@H](OC(=O)CCC(=O)O)C[C@]12C,experimental
DB08549,CNC(=O)C1Cc2ccc(NS(=O)(=O)O)cc2CN1C(=O)OCc1ccccc1,experimental
DB08551,O=C(Cc1cccs1)N[C@H](B(O)O)c1cccc(C(=O)O)c1,experimental
DB08553,ON=C1CCc2cc(-c3cn(C4CCNCC4)nc3-c3ccncc3)ccc21,experimental
DB08555,COc1cc2c(cc1Cl)C(c1cccc(Br)c1)=NCC2,experimental
DB08556,CC(=O)c1ccc(-c2cc(NS(=O)(=O)c3ccc(C)cc3C)c(C(=O)O)s2)s1,experimental
DB08557,COCCNc1cc(-n2c3c(c4ccccc42)C(=O)CCC3)ccc1C(N)=O,experimental
DB08558,CCCCCCCCS[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,experimental
DB08559,CC1(C)C(C(=O)O)N2C(=O)C(NC(=O)Cc3ccccc3)[C@H]2[S@H]1O,experimental
DB08560,O=S(=O)(Nc1cc(-c2cccs2)nn1-c1ccc(F)cc1)c1cccc(F)c1,experimental
DB08561,O=C(OCc1ccccc1)c1cn2c(=O)n(Cc3ccccc3)c(=O)cc2s1,experimental
DB08562,O=C(O)CCCC(=O)Nc1ccc(C=Cc2ccccc2)cc1,experimental
DB08564,CN(C)C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,experimental
DB08565,CC(=O)N[C@@H](Cc1cccc2ccccc12)[B-](O)(O)O,experimental
DB08566,CC(=O)N[C@H](Cc1cccc2ccccc12)[B-](O)(O)O,experimental
DB08568,Cc1[nH]nc2ccc(-c3cncc(OC[C@@H](N)Cc4ccccc4)c3)cc12,experimental
DB08569,Cc1[nH]nc2ccc(-c3cncc(OC[C@@H](N)Cc4ccc(Br)cc4)c3)cc12,experimental
DB08572,NC(=O)c1ccc(Nc2nc(N)c(N=O)c(OCC3CCCCC3)n2)cc1,experimental
DB08577,Cc1c[nH]c(=Cc2c(O)[nH]c3ccccc23)c1=CCC(=O)O,experimental
DB08580,Nc1ccc(Br)cc1C(=O)N1CCC[C@@H]1Cc1ccccc1Cl,experimental
DB08581,C[C@@H]1C[C@H](C)CN(C(=O)c2cc(Br)ccc2NC(=O)CCC(=O)O)C1,experimental
DB08583,CCn1nccc1-c1c[nH]c2ncc(-c3ccc(N)c(C(=O)N(C)C)c3)cc12,experimental
DB08585,CCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)O,experimental
DB08588,N#Cc1ccccc1Cn1c(N2CCC[C@@H](N)C2)nc2ccccc2c1=O,experimental
DB08590,CC(C)(C)C(=O)Oc1ccc2c(c1)nc(NC(=O)c1cccc([N+](=O)[O-])c1)n2CCCO,experimental
DB08591,COc1ccc(-c2ccccc2)cc1N1CC(=O)NS1(=O)=O,experimental
DB08596,Cc1cn([C@H]2C[C@H](O)[C@@H](CN3CCCCC3)O2)c(=O)[nH]c1=O,experimental
DB08597,c1cc(-c2cnn3cc(-c4ccc(OCCN5CCCCC5)cc4)cnc23)ccn1,experimental
DB08598,CC(C)=CCN1Cc2cc(Cl)cc3[nH]c(=S)n(c23)C[C@@H]1C,experimental
DB08600,CC(C)=CCN1Cc2c(Cl)ccc3[nH]c(=S)n(c23)C[C@@H]1C,experimental
DB08602,CSc1nc2ccccc2c(=O)n1-c1c(F)cccc1F,experimental
DB08603,Cc1ccc(S(=O)(=O)NC(CCCCN)C(=O)CCl)cc1,experimental
DB08606,CSC[C@H]1CN(Cc2c[nH]c3c(N)ncnc23)C[C@@H]1O,experimental
DB08607,Cc1c(C)c2c(c(C)c1O)CC[C@](C)(COc1ccc(Cc3sc(=O)[nH]c3O)cc1)O2,experimental
DB08608,C[C@@H]1CN(C(=O)[C@@](C)(O)C(F)(F)F)[C@@H](C)CN1C(=O)c1ccc(C#N)cc1,experimental
DB08609,CCN(c1ccccc1)S(=O)(=O)c1ccc(NC(=O)C(C)(O)C(F)(F)F)c(C)c1,experimental
DB08610,CC(C)c1ccc(COc2ccc(CC(=O)NCCN)cc2Cl)cc1,experimental
DB08613,O=C(c1ccc(C(O)(O)C(F)(F)F)s1)N1CCn2c(-c3ccccc3)cnc2C1,experimental
DB08615,CN(C)c1ccc(-c2sc3cc(O)ccc3[n+]2C)cc1,experimental
DB08618,COC(=O)C1[C@@H](O[P@@](=O)(O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,experimental
DB08619,C[C@]12CC[C@H]3[C@@H](CC=C4CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2OC(=O)CCC(=O)O,experimental
DB08621,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl)cc1,experimental; investigational
DB08623,C=C1CSC(C(NC(=O)Cc2cccs2)C(=O)O)=NC1C(=O)O,experimental
DB08624,N=C(N)NCCCC(N)C(=O)c1nc2ccccc2s1,experimental
DB08631,O=S(=O)(Nc1ccc(Cl)cc1)c1ccc2c(c1)CNCC2,experimental
DB08633,CO[C@@H]1[C@H](OC(=O)NC(=O)CCl)CC[C@]2(CO2)[C@H]1[C@@]1(C)O[C@@H]1CC=C(C)C,investigational
DB08634,CC(C)c1c(Cc2ccccc2)n(COCc2ccccc2)c(=O)[nH]c1=O,experimental
DB08635,CN(CCCCC(=O)O)c1ccc(/C=C/c2ccc([N+](=O)[O-])cc2)cc1,experimental
DB08639,Cc1cc(C)c(Nc2ccnc(Nc3ccc(C#N)cc3)n2)c(C)c1,investigational
DB08640,CCC(C=O)C(CNS(=O)(=O)c1ccc(C)cc1)C(=O)O,experimental
DB08641,CCC(C=O)C(CNS(=O)(=O)c1ccc([N+](=O)[O-])cc1)C(=O)O,experimental
DB08642,COc1cc(N(C)C[C@H]2CCC3=N[C@@H](N)N=C(N)C3C2)cc(OC)c1OC,experimental
DB08643,COC(=O)C(NC(=O)CNC(=O)C(CS)NCc1ccc(-c2ccccc2)cc1)C(C)C,experimental
DB08644,CCC(C=O)[C@@H]1[C@@H](NS(C)(=O)=O)CCN1C(=O)C(NC(=O)OC(C)(C)C)C(C)C,experimental
DB08645,NS(=O)(=O)c1cc2c(cc1Cl)N[C@@H](C(Cl)Cl)NS2(=O)=O,experimental
DB08646,NC(C=O)Cc1c[nH]c2c(O)c(NNc3ccccc3)ccc12,experimental
DB08647,Cc1cc2c(cc1C(=O)CCC(=O)O)[C@@H](C(C)C)[C@H](C)C2(C)C,experimental
DB08656,Cc1ccc(N)cc1C(=O)N[C@H](C)c1cccc2ccccc12,experimental
DB08659,NNC(=O)c1[nH]c2ccc(S(N)(=O)=O)cc2c1-c1ccccc1,experimental
DB08660,O=C1C=CC(=O)c2c1c(O)c1ccc(O)c(O)c1c2O,experimental
DB08662,CC(C)[C@@H](c1ccc(Br)cc1)c1c(O)c2ccccc2oc1=O,experimental
DB08663,CC[C@@H](c1ccccc1)c1c(O)c2ccc(OC)cc2oc1=O,experimental
DB08664,CC[C@@H](c1cccc(NC(=O)CNC(=O)OC(C)(C)C)c1)c1c(O)c2ccccc2oc1=O,experimental
DB08665,CCN1c2cc([N+](=O)[O-])ccc2N(C)C(=O)c2cccnc21,experimental
DB08669,COC(=O)C(CC(C)C)NC(=O)C(C)NC(=O)C(O)C(N)c1ccc(C)cc1,experimental
DB08670,COC(=O)C(CC(C)C)NC(=O)C(C)NC(=O)C(O)C(N)c1ccc(C(C)C)cc1,experimental
DB08672,C[C@H](CCc1ccc(C(N)=O)cc1)NCC(=O)c1ccc(F)cc1,experimental
DB08674,N#Cc1ccc2cc1Oc1ccc3cccc(c3c1)N1CCC(NCc3cncn3C2)C1=O,experimental
DB08675,CCCCCC/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)O)[C@@H]2C[C@H]1N=N2,experimental
DB08676,N#C[C@H]1CC=C2CC1Oc1ccc3cccc(c3c1)N1CCC(NCCc3cncn3C2)C1=O,experimental
DB08680,Cc1occc1C(=S)Nc1ccc(Cl)c(/C=N/OC(C)(C)C)c1,experimental
DB08681,CC(C)OC(=O)c1cc(NC(=S)OC(C)C)ccc1Cl,experimental
DB08682,CC1=C(C(=O)Nc2ccc(Cl)c(C(=O)OC(C)C)c2)SCCO1,experimental
DB08683,O=C1NC(=O)c2c1c1c3ccccc3n3c1c1c2c2ccccc2n1[C@H]1CC[C@@H]3O1,experimental
DB08686,CC[C@@H](c1ccccc1)c1c(O)c2c(oc1=O)CCCCCC2,experimental
DB08690,COc1c(O)c(C)c(C=CC(C)=CCC=C(C)C)c(O)c1OC,experimental
DB08691,CCOC(=O)c1c(C(C#N)C=N)c2ccc(Cl)c(Cl)c2n1C,experimental
DB08694,Nc1nccc(-c2c3c(=O)cc[nH]c3n3c(N)nccc23)n1,experimental
DB08697,Cc1cc(C(=O)Nc2cc(Cl)cc(N3CCCCC3)c2)cc(C)c1OCCN,experimental
DB08698,OC1CN(C2=Nc3ccccc3C(c3ccccc3)=N[C@@H]2c2cccs2)C1,experimental
DB08699,Cc1cccc(Cc2nn(C(C)(C)C)c3ncnc(N)c23)c1,experimental
DB08701,O=C1c2cccc3c(NCCO)ccc(c23)C(=O)N1c1cccc(Br)c1,experimental
DB08702,O=C(O)c1c(-c2ccccc2)oc(-c2ccccc2)c1C(=O)O,experimental
DB08704,CCCCC(=O)N[C@H]1/C(=N/OC(=O)Nc2ccccc2)O[C@H](CO)[C@@H](O)[C@@H]1O,experimental
DB08705,N#Cc1c(-c2ccccc2)cc(-c2cc(Br)ccc2O)[nH]c1=O,experimental
DB08706,CCc1ccc(/C=C2\SC(=NC(C(=O)O)c3ccc(F)cc3)NC2=O)o1,experimental
DB08707,Nc1nccc(-c2ccc3noc(-c4ccc(Cl)cc4)c3c2)n1,experimental
DB08708,FC(F)(F)c1cccc(-c2nnc3ccc(NC4CCCCC4)nn23)c1,experimental
DB08709,O=C(O)c1cccc2c(-c3ccccc3)c(-c3ccccc3)[nH]c12,experimental
DB08710,CCc1ccc(/C=C2\SC(=N[C@@H](c3ccc(F)cc3)c3nn[nH]n3)NC2=O)o1,experimental
DB08713,Cc1cc(CCCOc2c(C)cc(-c3nnn(C)n3)cc2C)on1,experimental
DB08714,Cc1cc(CCCOc2c(C)cc(-n3nnc(C)n3)cc2C)on1,experimental
DB08715,Cc1cc(CCCOc2c(C)cc(-c3coc(C)n3)cc2C)on1,experimental
DB08719,Cc1cc(CCCCCOc2ccc(C3=NCCO3)cc2Cl)on1,experimental
DB08720,Cc1cc(CCCCCOc2ccc(C3=NCCO3)cc2)on1,experimental
DB08721,OCCOCOCc1cc(CCCCCOc2c(Cl)cc(C3=NCCO3)cc2Cl)on1,experimental
DB08722,Cc1cc(CCCCCCCOc2ccc(C3=N[C@@H](C)CO3)cc2Cl)on1,experimental
DB08723,Cc1cc(CCCCCOc2c(Cl)cc(C3=NCCO3)cc2Cl)on1,experimental
DB08724,Cc1cc(CCCCCOc2ccc(C3=N[C@@H](C)CO3)cc2)on1,experimental
DB08725,CC[C@H]1COC(c2ccc(OCCCCCCCc3cc(C)no3)cc2)=N1,experimental
DB08726,Cc1cc(CCCCCCCOc2ccc(C3=NCCO3)cc2)on1,experimental
DB08727,Cc1cc(CCCCCCCOc2ccc(C3=N[C@H](C)CO3)cc2)on1,experimental
DB08728,Cc1cc(CCCOc2c(Cl)cc(C3=NCCO3)cc2Cl)on1,experimental
DB08729,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(N)(=O)=O)sc3OCC)nc12,experimental
DB08730,O=C(Nc1ccc2ccn(CCc3ccncc3)c2c1)c1cc(F)cc(N2CCOCC2)c1,experimental
DB08731,O=C(O)C[C@@H](Cc1cccc2ccccc12)N1C(=O)c2ccc(C(=O)O)cc2C1=O,experimental
DB08732,CC(NC(=O)C(Cc1ccccc1)NC(=O)OCc1ccccc1)C(=O)CCO,experimental
DB08733,CNC(=O)C(NC(=O)C(CC(C)C)C(CNC(=O)c1nccs1)C(O)=NO)C(C)(C)C,experimental
DB08734,CC1(C)N=C(N)N=C(N)N1OCCCOc1cc(Cl)c(Cl)cc1Cl,experimental
DB08735,C[C@H](O)C[C@H](c1ccccc1)c1c(O)c2ccccc2oc1=O,experimental
DB08736,CC(O)C[C@@H](c1ccccc1)c1c(O)c2ccccc2oc1=O,experimental
DB08737,Oc1ccc([C@@H]2Oc3cccc(O)c3[C@@H]3CCC[C@@H]32)cc1,experimental
DB08738,O=C(C1CCCN1C(=O)CCn1c(=O)c(-c2ccccc2)nc2ccccc21)N1CCCC1,experimental
DB08739,O=C(C1CC(F)(F)CN1C(=O)CCN1C(=O)c2ccccc2C1=O)N1CCCC1,experimental
DB08741,COc1cc(Cc2cnc(N)nc2N)c2c(c1OC)O[C@H](C1CC1)C=C2,experimental
DB08742,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H](C#CC#CC(C)(C)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,experimental
DB08743,Cn1c(=O)c2c(nc(N3CCC[C@@H](N)C3)n2Cc2ccccc2C#N)n(C)c1=O,experimental
DB08745,O=C1CN(S(=O)(=O)/C=C/c2ccc(Cl)cc2)CCN1CC1CCN(c2ccncc2)CC1,experimental
DB08746,O=S(=O)(/C=C/c1ccc(Cl)cc1)N1CCN(CC2CCN(c3ccncc3)CC2)CC1,experimental
DB08749,CN(C(=O)CCN1Cc2cc(C(=O)c3ccccc3)ccc2N=C1N)C1CCCCC1,experimental
DB08750,N=C1NC2(CCN(C(=O)c3ccc(CN)cc3)CC2)Nc2cccc(F)c21,experimental
DB08751,CC(=O)N(C)CCN(C)c1ccc([N+](=O)[O-])c2nonc12,experimental
DB08752,CN1CCC(C#N)(NC(=O)C(CC2CCCCC2)NC(=O)N2CCOCC2)CC1,experimental
DB08753,CC(=O)Oc1ccc(/C=C/C(=O)NCCc2ccccc2)cc1OC(C)=O,experimental
DB08754,O=C(C=Cc1ccc(O)c(O)c1)NCCc1ccc(O)cc1,experimental
DB08755,C[C@@](C#N)(COCc1ccccc1)NC(=O)C(CC1CCCCC1)NC(=O)N1CCOCC1,experimental
DB08761,O=C1NC(Cc2ccc(O)cc2)C(=O)NC1Cc1ccc(O)cc1,experimental
DB08762,CC(NC(=O)OCc1ccccc1)C(=O)N[C@@H](C)[P@@](=O)(O)OC(Cc1ccccc1)C(=O)O,experimental
DB08763,N=C(N)c1ccc([C@H](NC(=O)OCc2ccccc2)P(=O)(O)O)cc1,experimental
DB08766,CC(CS)C(=O)N1C[C@@H](Sc2ccccc2)CC1C(=O)O,experimental
DB08770,Nc1nc(NCCc2ccc(O)cc2)nc2nc(-c3ccco3)nn12,experimental
DB08772,O=C(O)Cc1nn(Cc2nc3cc(C(F)(F)F)ccc3s2)c(=O)c2ccccc12,experimental
DB08774,NC[C@H]1CN(c2c(-c3ccccc3)cnc3[nH]ncc23)CCO1,experimental
DB08775,CC(NC(=O)C(Cc1ccc(O)cc1)NC(=O)OCc1ccccc1)C(=O)CF,experimental
DB08783,COC(=O)C(Cc1ccc(C[Se](=O)O)cc1)NC(=O)OC(C)(C)C,experimental
DB08787,Nc1ncc(N=Nc2ccccc2)c(-c2ccc(Cl)cc2Cl)n1,experimental
DB08788,CCOc1ccc(-c2c(C#N)c(N)nc3sc(C(N)=O)c(N)c23)cc1,experimental
DB08789,CCNC(=O)c1cc2c(-c3ccc(Cl)cc3Cl)nc(N)nc2s1,experimental
DB08791,NC(=O)c1cnc2ccn(S(=O)(=O)c3ccccc3[N+](=O)[O-])c2c1,experimental
DB08794,CCOC(=O)C(c1c(O)c2ccccc2oc1=O)c1c(O)c2ccccc2oc1=O,withdrawn
DB08795,CC1(C)S[C@@H]2C(NC(=O)C(N=[N+]=[N-])c3ccccc3)C(=O)N2C1C(=O)O,experimental
DB08796,O=C(OCCOCCN1CCCCC1)N1c2ccccc2Sc2cccnc21,experimental
DB08799,c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1,approved
DB08800,CN(C)CCN(Cc1ccc(Cl)cc1)c1ccccn1,experimental
DB08801,CC(C1=C(CCN(C)C)Cc2ccccc21)c1ccccn1,approved; investigational
DB08802,CC(CN1c2ccccc2Sc2cccnc21)N(C)C,experimental
DB08806,CC(=O)OCC(=O)NCCCOc1cccc(CN2CCCCC2)c1,experimental
DB08807,Cc1cc2c(OCC(CNC(C)(C)C)OC(=O)c3ccccc3)cccc2[nH]1,experimental
DB08810,CCOc1cc(N)c([N+](=O)[O-])cc1C(=O)NC1CCN(CC2CC=CCC2)CC1,investigational
DB08811,CCC1C(C)=NN=C(c2ccc(OC)c(OC)c2)c2cc(OC)c(OC)cc21,experimental
DB08819,CC(C)OC(=O)CCC/C=C\C[C@@H]1[C@@H](/C=C/C(F)(F)COc2ccccc2)[C@H](O)C[C@@H]1O,approved
