DATABASE_ID,SMILES,DRUG_GROUPS
DB01809,Cc1ccc(-c2nn(C(C)(C)C)c3ncnc(N)c23)cc1,experimental
DB01810,C[C@@H](/C=C/C(=O)C=O)NC(=O)C(Cc1ccccc1)NC(=O)OCc1ccccc1,experimental
DB01813,Cc1ncc(COP(=O)(O)O)c(CNC(CCC(=O)O)C(=O)O)c1O,experimental
DB01838,Cc1c(-c2cc(Br)c(O)c(Br)c2)oc2ccc(O)cc2c1=O,experimental
DB01850,CO[C@H](Cc1ccccc1)[C@H](C)/C=C(C)/C=C/[C@H](N)C(C)C(=O)O,experimental
DB01852,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,experimental
DB01858,CCCCC(NC(=O)OCC1(Cc2ccc(F)cc2)CCC1)C(=O)C(=O)Nc1cc[nH]n1,experimental
DB01865,CN(Cc1cc2ccccc2n1C)C(=O)C=Cc1ccc(N)nc1,experimental
DB01871,O=C(NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)CO)OCc1ccccc1,experimental
DB01876,N=C(N)c1ccc2[nH]c(C(=O)c3nc4cc(C(=N)N)ccc4[nH]3)nc2c1,experimental
DB01877,CON[C@H]1CC(C(O)=NO)N(S(=O)(=O)c2ccc(OC)cc2)C1,experimental
DB01889,C[C@]12CC[C@@H](O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C=CC[C@@H]12,experimental
DB01891,CC(NC(=O)OCc1ccccc1)C(=O)NC(C(=O)N[C@H](CO)Cc1ccccc1)C(C)C,experimental
DB01905,COc1ccc(O)c(-c2nc3cc(C(=N)N)ccc3[nH]2)c1,experimental
DB01906,Nc1nc(=O)c2nn(-c3cccc(C(=O)O)c3)nc2[nH]1,experimental
DB01938,NC(Cc1c[nH]cn1)C(=O)Nc1ccc2ccccc2c1,experimental
DB01940,O=C(N[C@@H]1CNCCC[C@H]1OC(=O)c1ccc(C(=O)c2ccccc2O)cc1)c1ccc(O)cc1,experimental
DB01941,Cc1cc2c(cc1C1(c3ccc(C(=O)O)cn3)CC1)C(C)(C)CCC2(C)C,experimental
DB01944,Cc1ccc2c(c1)C(=O)[C@]1(O)CCN(c3ccccc3)C1=N2,experimental
DB01946,Cn1cc(C2=C(c3cn(CCCN)c4ccccc34)C(=O)NC2=O)c2ccccc21,experimental
DB01950,COc1ccc(CNC(=O)Nc2ncc([N+](=O)[O-])s2)cc1,experimental
DB01951,CCC(C)(C)C(=O)C(=O)N1CCCC1C(=O)OCCCc1cccnc1,experimental
DB01954,COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1,investigational
DB01958,CC(C)(C)c1ccc(Sc2cccc3nc(N)nc(N)c23)cc1,experimental
DB01959,CCOC(=O)c1c(C)nn(-c2cccc([N+](=O)[O-])c2)c1C,experimental
DB01964,COc1ccc(N2C[C@H](O)c3cc(S(N)(=O)=O)sc3S2(=O)=O)cc1,experimental
DB01967,CC(C)S(=O)(=O)NCCCn1c2c(c3ccccc31)C(=O)CN1CCCC[C@@H]21,experimental
DB01977,N=C(N)c1ccc2cc(C(=O)Nc3ccccc3)ccc2c1,experimental
DB01987,Cc1ncc(C[n+]2csc(CCO[P@@](=O)(O)O[P@@](=O)([O-])O)c2C)c(N)n1,approved; experimental
DB01991,CCCCCCCCCCCCCC(=O)O[C@@H]1[C@@H](CC(O)=NO)CO[C@H](CO)[C@H]1O,experimental
DB01993,Cc1ncc(COP(=O)(O)O)c(CNC(C)C(=O)O)c1O,experimental
DB02001,Nc1nc(N)c2c(Sc3ccc(N4CCOCC4)cc3)cccc2n1,experimental
DB02004,COc1cc(OC)cc(-c2nc(N)c(CN)c(-c3ccc(Cl)cc3Cl)n2)c1,experimental
DB02008,CCCCn1c(=O)n(Cc2ccccc2F)c(=O)c2[nH]c(Cc3ccc(NC(C)=O)cc3)nc21,experimental
DB02014,COC(=O)c1c(O)cccc1OC/C=C/c1ccc(F)c(-c2cc(C(=O)O)no2)c1,experimental
DB02015,Nc1nc(=O)c2c([nH]1)N=CC(CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)N2,experimental
DB02019,O=C(O)Cc1ccc2cc3cccc(O)c3c(O)c2c1O,experimental
DB02026,CN(Cc1coc2nc(N)nc(N)c12)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,experimental
DB02030,Cc1cc2ncn([C@H]3O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]3O)c2cc1C,experimental
DB02031,Nc1nc(=O)c2c([nH]1)NC[C@H](CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)N2,experimental
DB02046,CC(C)CC(NC(=O)c1ccco1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)P(=O)(O)O,experimental
DB02049,O=S(=O)(c1ccc(Oc2ccc(Cl)cc2)cc1)C1(CC(O)=NO)CCOCC1,experimental
DB02052,O=Nc1c(-c2c(O)[nH]c3ccccc23)[nH]c2ccccc12,experimental
DB02056,CCCCC[C@H](O)C=CC1C(=O)C[C@H](O)[C@@H]1C/C=C\CCCC(=O)O,investigational
DB02058,O=CN1CCN(c2ccc(Cc3c(O)[nH]c4ccccc34)cc2)CC1,experimental
DB02062,CC(NC(=O)C(Cc1ccc(-c2ccccc2)cc1)C[P@](=O)(O)[C@H](C)N)C(=O)O,experimental
DB02063,N=C(N)c1ccc2[nH]c(-c3cc(C(CC(=O)O)C(=O)O)cc(Br)c3O)nc2c1,experimental
DB02069,NS(=O)(=O)c1ccc(C(=O)NCc2ccccc2F)cc1,experimental
DB02071,COc1ccc(S(=O)(=O)N(Cc2cccnc2)c2c(C)cccc2C(O)=NO)cc1,experimental
DB02080,COCCOCCOCCOc1ccc(C(C)(C)CC(C)(C)C)cc1,experimental
DB02081,N=C(N)c1ccc(CC2CCCCC(Cc3ccc(C(=N)N)cc3)C2=O)cc1,experimental
DB02084,COc1ccccc1-c1cc(C(CC(=O)O)C(=O)O)cc(-c2nc3cc(C(=N)N)ccc3[nH]2)c1O,experimental
DB02086,Oc1ccc([As+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1O,experimental
DB02090,COCCN1CCCCC(NC(=O)C(CC(C)C)C(CCCO)C(O)=NO)C1=O,experimental
DB02104,COc1cc(N(C)Cc2cnc3nc(N)nc(N)c3c2C)cc(OC)c1OC,experimental
DB02115,O=c1c(-c2ccc(O)cc2)coc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc12,experimental
DB02116,Cn1cnc2c(NCc3ccccc3)nc(NCCO)nc21,experimental
DB02118,CN1c2ccc([C@H]3CN(Cc4ccccc4)C(=O)CO3)cc2CS1(=O)=O,experimental
DB02123,C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,experimental
DB02132,O=C(O)Cn1c(=O)n(Cc2ccc(Br)cc2F)c(=O)c2ccc(Cl)cc21,experimental
DB02139,C=CCN(C)C/C=C/COc1cc2c(cc1F)c(-c1ccc(Br)cc1)nn2C,experimental
DB02140,CN(C)C(=O)C(Cc1ccccc1)NC(=O)C(=O)CC(=O)NCCc1ccccn1,experimental
DB02152,COC(=O)[C@@]1(O)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,experimental
DB02154,O=C(O)C(Cc1ccc2c(c1)OCO2)C(Cc1ccc2c(c1)OCO2)C(=O)O,experimental
DB02161,CN1[C@@H]2CC[C@H]1C[C@H](OC(=O)C(O)c1ccccc1)C2,experimental
DB02170,O=c1c2c(O)cccc2oc2c([N+](=O)[O-])ccc(O)c12,experimental
DB02179,O=C(O)c1ccccc1Nc1ccccc1C(F)(F)F,experimental
DB02187,C[C@]12CC[C@@H]3c4ccc(O)cc4C=CC3[C@@H]1CCC2=O,experimental
DB02189,Nc1ncnc2c1ncn2[C@H]1CC[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O1,experimental
DB02194,O=C1N2C=C(c3ccc(O)cc3)N=C(Cc3ccccc3)C2=N[C@]1(O)Cc1ccc(O)cc1,experimental
DB02195,On1c(-c2ccncc2)c(-c2ccc(F)cc2)c2ncccc21,experimental
DB02197,NS(=O)(=O)c1ccc(Nc2nccc(-c3cnc4ccccn34)n2)cc1,experimental
DB02205,C=CC(C)(C)c1cc2cc3c(cc2oc1=O)O[C@H](C(C)(C)O)C3,experimental
DB02217,Cc1cn([C@@H]2C[C@@H]3O[C@@](c4ccccc4)(P(=O)(O)O)OC[C@@H]3O2)c(=O)[nH]c1=O,experimental
DB02220,CN[C@H]1CN(c2cccc(OC)c2)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,experimental
DB02221,NS(=O)(=O)c1ccc(C(=O)NCc2c(F)cc(F)cc2F)cc1,experimental
DB02224,O=C1C(O)c2c(O)cc(O)cc2OC1c1ccc(O)c(O)c1,experimental
DB02225,CCCCC(=O)OC[C@H](CO[P@](=S)([S-])OCC[N+](C)(C)C)OC(=O)CCCC,experimental
DB02241,O=C1N2C=C(c3ccc(O)cc3)N=C(Cc3ccccc3)C2=N[C@@]1(Cc1ccc(O)cc1)OO,experimental
DB02247,CC1=C(C(=O)O)N[C@H](C(NC(=O)Cc2cccs2)C(=O)O)SC1,experimental
DB02254,Cc1c(CCOP(=O)([O-])O)sc[n+]1Cc1cnc(C(F)(F)F)nc1N,experimental
DB02255,CNC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(CC(O)=NO)CC(C)C,experimental
DB02266,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,approved
DB02276,CCCCC(OP(=O)(O)O)C(=O)NC(CC(C)C)C(=O)Nc1ccc([N+](=O)[O-])cc1,experimental
DB02277,Cn1nc(C(C)(C)C)cc1NC(=O)Nc1ccc(Cl)cc1,experimental
DB02288,Cc1cc(Br)c(O)c(-c2nc3cc(C(=N)N)ccc3[nH]2)c1,experimental
DB02292,NS(=O)(=O)Oc1ccc2c3c(c(=O)oc2c1)CCCCC3,investigational
DB02300,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@@H](O)C4CC4)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,approved
DB02301,Nc1nc(=O)c2c([nH]1)N=CC1CN(c3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)CN21,experimental
DB02304,CCCCC[C@H](O)C=CC1=C(CC=CCCCC(=O)O)C(=O)CC1,experimental
DB02307,NC(=O)C(CC(=O)O)NC(=O)C(Cc1ccccc1)NC(CCc1ccccc1)C(=O)O,experimental
DB02328,Cc1ncc(COP(=O)(O)O)c(C/N=C(\C=C\CP(=O)(O)O)C(=O)O)c1O,experimental
DB02342,COc1cc2c(cc1O)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,investigational
DB02347,CC(C)(C)c1onc(OCP(=O)(O)O)c1CC(N)C(=O)O,experimental
DB02350,COc1ccc(S(=O)(=O)N2CCCSC(C)(C)C2C(O)=NO)cc1,experimental
DB02354,Cc1nc2ccccc2n1Cc1ccc2c(c1)nc(CNc1ccc(C(=N)N)cc1)n2C,experimental
DB02358,Nc1nc(=O)c(N)c(NC(=O)Nc2ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc2)[nH]1,experimental
DB02359,CCCCn1c(Cc2cc(OC)ccc2OC)nc2c(N)ncnc21,experimental
DB02360,O=C(c1ccc2ccccc2c1)C(c1cccc2ccccc12)P(=O)(O)O,experimental
DB02366,N=C(N)c1cc2[nH]c(-c3cccc(-c4ccccc4)c3O)nc2cc1Cl,experimental
DB02367,CCCCOc1ccc(S(=O)(=O)N2C[C@@H](NS(C)(=O)=O)CC2C(O)=NO)cc1,experimental
DB02375,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12,experimental
DB02383,COc1ccc2c(C(=S)N(C)CC(=O)O)cccc2c1C(F)(F)F,withdrawn
DB02390,CN(C)CCNC(=O)c1cccc2c(N)c3cccc(Br)c3nc12,experimental
DB02395,Cn1c(C=CCO)c(CO)c2c(O)c(N3CC3)cc(O)c21,experimental
DB02398,N=C(N)c1ccc2cc(C(=O)Nc3ccc(CN)cc3)ccc2c1,experimental
DB02400,COC1=CC(=O)c2c(c(COc3ccc([N+](=O)[O-])cc3)c(C)n2C)C1=O,experimental
DB02402,COc1ccc(Oc2cccc3nc(N)nc(N)c23)cc1,experimental
DB02404,OCCOCCOCCOCCOCCOCCOCCS,experimental
DB02410,CC(=O)c1sc(CCOP(=O)(O)OP(=O)(O)O)c(C)[n+]1Cc1cnc(C)nc1N,experimental
DB02427,COc1ccc(OC)c(CN(C)c2ccc3nc(N)nc(N)c3c2)c1,experimental
DB02429,NS(=O)(=O)c1ccc(C(=O)NCc2ccc(F)cc2)cc1,experimental
DB02450,O=C(O)C(Cc1ccccc1)C(Cc1ccc2c(c1)OCO2)C(=O)O,experimental
DB02451,CCCCCCCCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,experimental
DB02455,CCNC(=S)Nc1ccc(-c2c3ccc(=O)cc-3oc3cc(O)ccc23)c(C(=O)O)c1,experimental
DB02473,CC(C)C1=NCCc2ccc(NC(=O)c3ccc4cc(C(=N)N)ccc4c3)cc21,experimental
DB02479,C[C@H](CNC(=O)c1ccc(S(N)(=O)=O)cc1)Cn1ccc2ccccc21,experimental
DB02495,O=c1[nH]c(Nc2ccccc2)nc2c1ncn2CCCCO,experimental
DB02504,Cc1c(CC(N)=O)c2cc(OCCCP(=O)(O)O)ccc2n1Cc1ccccc1,experimental
DB02506,CO[C@@H](Cc1ccccc1)[C@@H](C)C[C@H](C)CC[C@H](N)C(C)C(=O)O,experimental
DB02511,NC(Cc1cc(N=C(CC=O)COc2ccc3ccccc3c2)c(O)cc1O)C(=O)O,experimental
DB02519,O=C1N=c2ccc(S(=O)(=O)O)cc2=C1c1[nH]c2ccccc2c1O,experimental
DB02526,N=C(N)c1ccc2[nH]c(-c3cccc(OC4CCCC4)c3O)nc2c1,experimental
DB02537,Cc1ccc(OCC(CC=O)=Nc2cc(CC(N)C(=O)O)c(O)cc2O)cc1,experimental
DB02538,CC(=O)Nc1nccc(-c2c(C)nc3ccccn23)n1,experimental
DB02550,C#CCCCn1c(Cc2cc(OC)c(OC)c(OC)c2Cl)nc2c(N)nc(F)nc21,experimental
DB02551,CC[C@H]1CNCc2ccc(NC(=O)c3ccc4cc(C(=N)N)ccc4c3)cc21,experimental
DB02558,CC(NC(=O)C(Cc1ccccc1)NC(=O)C(S)Cc1ccccc1)C(=O)O,experimental
DB02559,N[C@H]1N[C@@H](N)[C@@H]2C[C@@H](CN3CC[C@H]4CCCC[C@@H]43)CC[C@@H]2N1,experimental
DB02565,CN(C)c1ccc(C(=O)NCCCCCCC(O)=NO)cc1,experimental
DB02583,COc1ccc(OC)c(CN(C)c2cnc3nc(N)nc(N)c3c2)c1,experimental
DB02587,C=C[C@@]1(C)CC(=O)[C@]2(O)[C@@]3(C)[C@@H](O)CCC(C)(C)[C@@H]3[C@H](O)[C@H](OC(C)=O)[C@@]2(C)O1,experimental; investigational
DB02588,C=C1CO[C@H](C(C=O)(NC(=O)C(C(=O)O)c2ccc(O)cc2)OC)N=C1C(=O)O,experimental
DB02593,CO[C@@H]1O[C@@H](C)Cc2oc3cc(O)c(O)c(C(=O)O)c3c(=O)c21,experimental
DB02597,CCCCCC(S)C(=O)NC(Cc1ccccc1)C(=O)NC(C)C(=O)O,experimental
DB02600,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,experimental
DB02602,COc1cccc(N2CCc3cc(S(N)(=O)=O)sc3S2(=O)=O)c1,experimental
DB02610,NS(=O)(=O)c1ccc(C(=O)NCc2c(F)c(F)c(F)c(F)c2F)cc1,experimental
DB02611,O=C(N[C@@H]1CNCCC[C@H]1OC(=O)c1ccc(O)cc1)c1ccc(O)cc1,experimental
DB02616,N=C(N)N=c1[nH]c(-c2ccc(CNc3nc4ccccc4[nH]3)s2)cs1,experimental
DB02617,CCCCCC[C@](O)(Cn1ccnc1)c1ccc(Cl)cc1Cl,experimental
DB02620,CC(=O)NCCSSCCNC(=O)C1CCC(NC(=O)c2nccnc2C(=O)O)CC1,experimental
DB02621,C/C1=C/C(=O)O[C@@H]2C[C@@H](CC[C@H](C)/C=C\C=C\CC1)O[C@@](O)([C@@H]1CSC(=O)N1)C2,experimental
DB02628,CNC(C)C(=O)NC(C(=O)N1CCCC1C(=O)N[C@@H]1CCCc2ccccc21)C(C)(C)C,experimental
DB02635,CC[C@H](C)C(NCc1c(COP(=O)(O)O)cnc(C)c1O)C(=O)O,experimental
DB02636,COc1c(O)ccc2c1cc([N+](=O)[O-])c1c(C(=O)O)cc3c(c12)OCO3,experimental
DB02640,CO[C@@H]1[C@H](OC(=O)/C=C/C=C/C=C/C=C/C(=O)O)CC[C@]2(CO2)[C@H]1[C@@]1(C)O[C@@H]1CC=C(C)C,experimental
DB02643,CCCCCCCCCCCC[N+](C)(C)CCCS(=O)(=O)O,experimental
DB02656,O=c1cc(N2CCOCC2)oc2c(-c3ccccc3)cccc12,experimental
DB02658,O=[N+]([O-])c1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2F)c([N+](=O)[O-])c1,experimental
DB02659,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,approved
DB02660,COc1ccc(/C(C)=N/OC(N)=O)cc1OC1CCCC1,experimental
DB02669,O=C(NCC(=O)N1C(C(=O)O)CC[C@@H]1c1ccccc1)C(S)Cc1ccccc1,experimental
DB02677,CC(=O)N[C@H](Cc1cccc2ccccc12)[B-](O)(O)OCC(N)C(=O)O,experimental
DB02691,C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,experimental; investigational
DB02699,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1=O,experimental
DB02705,CC(C)[C@@H]1NCCc2ccc(NC(=O)c3ccc4cc(C(=N)N)ccc4c3)cc21,experimental
DB02706,O=C(O)C(=NC(=O)C(CS)CCc1ccccc1)c1ccc(Cn2cnnn2)s1,experimental
DB02733,CC(C)[C@H](CO)Nc1nc(Nc2ccc(C(=O)O)c(Cl)c2)c2ncn(C(C)C)c2n1,experimental
DB02744,N=C(N)c1ccc(O)c(CN2CCC(NS(=O)(=O)c3cc4ncccc4s3)C2=O)c1,experimental
DB02754,CCCCn1c(Cc2cc(OC)c(OC)c(OC)c2)nc2c(N)ncnc21,experimental
DB02766,N#[N+]CC(=O)C(Cc1ccccc1)NC(=O)OCc1ccccc1,experimental
DB02776,CCCCCCCCCCCCCCCCS(=O)(=O)O,experimental
DB02781,CSCCC(=O)C1=NC(=Cc2ccc(O)cc2)C(=O)N1CC=O,experimental
DB02783,Cc1ncc(COP(=O)(O)O)c(CNOCC(=O)O)c1O,experimental
DB02789,CC(=O)C1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,approved; experimental
DB02799,CCN(CC)c1ccc2cc(C(=O)N/C=C\n3c(O)ccc3O)c(=O)oc2c1,experimental
DB02808,CC(C)=CCC/C(C)=C/CC/C(=C/CO[P@@](=O)(O)OP(=O)(O)O)C(F)(F)F,experimental
DB02812,CC(=O)N1C[C@H](O)CC1C(=O)NC(CCCN=C(N)N)C(=O)c1nc2ccccc2s1,experimental
DB02814,Cc1cc(N)c(C[n+]2csc(CCO[P@@](=O)(O)O[P@@](=O)([O-])O)c2C)cn1,experimental
DB02819,Cc1ccc2c(c1)ncn2[C@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,experimental
DB02824,Cc1ncc(COP(=O)(O)O)c(CNCC(=O)O)c1O,experimental
DB02827,O=C(O)C(=O)Nc1sc2c(c1C(=O)O)CCO[C@H]2COC1=NS(=O)(=O)c2ccccc21,experimental
DB02830,NC(=O)c1cn([C@@H](CO)CCn2ccc3ccc(NC(=O)NCc4ccccc4)cc32)cn1,experimental
DB02833,Cc1nc(N)sc1-c1ccnc(Nc2cccc([N+](=O)[O-])c2)n1,experimental
DB02834,O=C(O)COc1cc(F)ccc1C(=O)NCc1nc2c(F)c(F)cc(F)c2s1,experimental
DB02840,CCc1cc(-c2[nH]nc(C(=O)O)c2-c2ccc3c(c2)OCO3)c(O)cc1O,experimental
DB02841,CCOc1ccc2ccccc2c1C(=O)NCB(O)O,experimental
DB02842,CN(C)CCCNC(=O)c1cccc2c(N)c3ccccc3nc12,experimental
DB02844,NCC=C(CCCCCN)SC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,experimental
DB02848,CCOc1cc2ncnc(Nc3cccc(-c4csc(CO)n4)c3)c2cc1OCC,experimental
DB02849,Cc1ncc(COP(=O)(O)O)c(CNC2(C(=O)O)CC2)c1O,experimental
DB02850,COc1ccc(-c2c(S(C)(=O)=O)ccc(C(=O)c3c[nH]n(C(C)(C)C)c3=O)c2C)cc1,experimental
DB02852,CC(=CC=CC(C)C(=O)O)[C@H]1CNC(C(=O)O)[C@H]1CC(=O)O,experimental
DB02854,C[C@]12CC[C@@H](O)C[C@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,experimental
DB02855,CCCNC(=O)C(O)CC(=O)NC(C(=O)N1CCCC1C(=O)O)[C@@H](C)CC,experimental
DB02858,O=S(=O)(Nc1cccc(B(O)O)c1)c1cc(S(=O)(=O)c2ccccc2)cs1,experimental
DB02861,NS(=O)(=O)c1ccc(C(=O)NCc2cc(F)c(F)c(F)c2)cc1,experimental
DB02862,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)c2nc(-c3ccccc3)cn21,experimental
DB02869,N[C@H](C=CS(=O)(=O)c1ccccc1)CCc1ccccc1,experimental
DB02875,N=C(N)c1ccc2[nH]c(-c3cc(F)ccc3O)nc2c1,experimental
DB02876,NC(=O)C=CC(C[SH](=O)=O)C(=Nc1c(C=O)cc2ccccn12)C(=O)O,experimental
DB02880,C[C@@H](NC(=O)c1cc(F)ccc1O)c1ccc(Br)cc1,experimental
DB02881,CC(C)c1cc(Sc2ccc(O)c(C(C)C)c2)ccc1O,experimental
DB02882,NCc1nnc2ccccc2c1N=CC=C(c1ccccc1)c1ccccc1,experimental
DB02887,Cc1cn([C@H]2C=C[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]c1=O,experimental
DB02901,C[C@]12CCC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,illicit; investigational
DB02915,Cc1nc(C)c(-c2ccnc(Nc3ccc(C(F)(F)F)cc3)n2)s1,experimental
DB02917,CN(c1ccc(C(O)=NO)cc1)S(=O)(=O)c1ccc(-c2ccccn2)s1,experimental
DB02919,COc1cc(CN(C)c2cnc3nc(N)nc(N)c3c2)cc(OC)c1OC,experimental
DB02925,NS(=O)(=O)c1cc(C(=O)O)cc(N2CCCC2)c1Oc1ccccc1,approved
DB02927,C[C@H](N)[C@@H](CCCCCC(=O)O)NC(=O)OP(=O)(O)O,experimental
DB02929,COc1ccc2c(c1)CN(C(=O)CCN1CCC(Cc3ccccc3)CC1)CCS2,experimental; investigational
DB02932,C[C@](O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,experimental
DB02933,CSC[C@H]1O[C@@H](n2ccc3c(N)ncnc32)[C@H](O)[C@@H]1O,experimental
DB02936,Cc1c(CC(N)=O)c2cc(OCCCC(=O)O)ccc2n1Cc1ccccc1,experimental
DB02943,COc1ccc(CSCC(NC(=O)CCCN)C(=O)NCC(=O)O)cc1,experimental
DB02946,CC[C@@]1(C(=O)N[C@H](C)c2ccc(Cl)cc2)[C@@H](C)C1(Cl)Cl,experimental
DB02955,CCCCCC[C@@H](O)C/C=C\CCCCCCCC(=O)O,experimental
DB02963,CS(=O)(=O)c1ccc(Nc2cc(Cl)nc3ccnn23)cc1,experimental
DB02973,NS(=O)(=O)c1ccc(/N=N/C2=c3cc(Br)ccc3=NC2=O)cc1,experimental
DB02979,CSC(=N)NCCCCCCCCCCCCCCN=C(N)SC,experimental
DB02980,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(O)(=S)S)O2)c(=O)[nH]c1=O,experimental
DB02981,CCCCC(NCc1c(COP(=O)(O)O)cnc(C)c1O)C(=O)O,experimental
DB02984,COc1cc2ncnc(Nc3cccc(SC)c3)c2cc1OC,experimental
DB02989,CC(C)COc1cccc(-c2nc3cc(C(=N)N)c(Cl)cc3[nH]2)c1O,experimental
DB02998,C[C@]1(O)CC[C@H]2C3=C(C=C[C@@]21C)C1=C(CC3)CC(=O)CC1,experimental
DB03007,CCC=CCC1=C(CCCCCCCC(=O)O)CCC1=O,experimental
DB03009,O=C(CSc1nc(=O)cc(C(F)(F)F)[nH]1)N1CCCCC1,experimental
DB03023,CC(C)(C)n1nc(-c2ccc(Cl)cc2)c2c(N)ncnc21,experimental
DB03032,CCCCCCCCSCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O,experimental
DB03034,C[C@@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,experimental
DB03035,O=C1c2c(O)cccc2C(=O)c2c([N+](=O)[O-])ccc(O)c21,experimental
DB03037,O=C(O)Cc1ccc2c(c1O)C(=O)c1c(O)cccc1C2=O,experimental
DB03038,Nc1nc(=O)c2c(CCc3ccc(C(=O)NC(CCc4nn[nH]n4)C(=O)O)cc3)c[nH]c2[nH]1,experimental
DB03039,NS(=O)(=O)c1ccc(C(=O)NCc2cc(F)ccc2F)cc1,experimental
DB03045,CC(=O)OCCNC(=O)CCNC(=O)C(O)C(C)(C)COC(=O)C(C)(C)C,experimental
DB03046,COc1ccc2ccc(C(=N)N)cc2c1-c1cnn(S(C)(=O)=O)c1,experimental
DB03060,COc1ccc(OC)c(C=Cc2cnc3nc(N)nc(N)c3c2C)c1,experimental
DB03062,Cc1c(C(=O)c2nccn2C)oc2cccc(OCCCNCc3cccnc3)c12,experimental
DB03072,Cc1cccc2c(=O)[nH]c(CCCN3CC=C(c4ccc(F)cc4)CC3)nc12,experimental
DB03077,CCCOCCOCCOCCCNc1c(N)c(=O)c1=O,experimental
DB03078,O=Cc1ccccc1O[P@@](=O)(O)OCc1ccccc1,experimental
DB03079,O=P(O)(O)OC[C@H]1O[C@H](n2cnc3ccccc32)[C@H](O)[C@@H]1O,experimental
DB03082,N=C(N)c1ccc2cc(C(=O)Nc3ccc(CN)cc3)cc(Nc3ncccn3)c2c1,experimental
DB03083,COc1cc(OC)c(/C=C2/C(=O)Nc3ccccc32)c(OC)c1,experimental
DB03086,Cc1ccc(NNC(=O)C(O)C(N)CC2CCCCC2)cc1,experimental
DB03090,CCCCC(C(=O)O)N1CCNC(Cc2ccccc2)C1=O,experimental
DB03093,COc1ccc(OC)c(Cc2nc3c(N)nc(F)nc3[nH]2)c1,experimental
DB03097,Cc1ncc(COP(=O)(O)O)c(CNc2co[nH]c2=O)c1O,experimental
DB03114,O=Cc1ccccc1O[P@@](=O)(O)OCC1CCCCC1,experimental
DB03118,O=C(CC(=O)c1c[nH]c2ccc(Cl)cc12)c1nn[nH]n1,experimental
